cancer,normal,actual,seed,level
0.264,0.736,normal,10,phylum
0.44,0.56,normal,10,phylum
0.405,0.595,cancer,10,phylum
0.14,0.86,normal,10,phylum
0.529,0.471,cancer,10,phylum
0.439,0.561,normal,10,phylum
0.363,0.637,cancer,10,phylum
0.412,0.588,normal,10,phylum
0.396,0.604,normal,10,phylum
0.199,0.801,normal,10,phylum
0.475,0.525,normal,10,phylum
0.319,0.681,cancer,10,phylum
0.246,0.754,cancer,10,phylum
0.423,0.577,cancer,10,phylum
0.267,0.733,cancer,10,phylum
0.345,0.655,cancer,10,phylum
0.443,0.557,cancer,10,phylum
0.681,0.319,cancer,10,phylum
0.551,0.449,cancer,10,phylum
0.212,0.788,cancer,10,phylum
0.308,0.692,normal,10,phylum
0.363,0.637,cancer,10,phylum
0.522,0.478,cancer,10,phylum
0.288,0.712,cancer,10,phylum
0.525,0.475,cancer,10,phylum
0.428,0.572,cancer,10,phylum
0.476,0.524,cancer,10,phylum
0.426,0.574,normal,10,phylum
0.206,0.794,cancer,10,phylum
0.72,0.28,cancer,10,phylum
0.408,0.592,normal,10,phylum
0.536,0.464,cancer,10,phylum
0.688,0.312,cancer,10,phylum
0.533,0.467,cancer,10,phylum
0.33,0.67,normal,10,phylum
0.489,0.511,cancer,10,phylum
0.474,0.526,normal,10,phylum
0.495,0.505,cancer,10,phylum
0.424,0.576,cancer,10,phylum
0.357,0.643,normal,10,phylum
0.614,0.386,cancer,10,phylum
0.179,0.821,normal,10,phylum
0.344,0.656,normal,10,phylum
0.377,0.623,cancer,10,phylum
0.35,0.65,normal,10,phylum
0.678,0.322,normal,10,phylum
0.47,0.53,normal,10,phylum
0.171,0.829,cancer,10,phylum
0.651,0.349,cancer,10,phylum
0.261,0.739,normal,10,phylum
0.287,0.713,cancer,10,phylum
0.402,0.598,normal,10,phylum
0.479,0.521,normal,10,phylum
0.463,0.537,cancer,10,phylum
0.563,0.437,normal,10,phylum
0.461,0.539,normal,10,phylum
0.305,0.695,normal,10,phylum
0.465,0.535,cancer,10,phylum
0.519,0.481,normal,10,phylum
0.19,0.81,cancer,10,phylum
0.428,0.572,normal,10,phylum
0.37,0.63,normal,10,phylum
0.837,0.163,cancer,10,phylum
0.221,0.779,cancer,10,phylum
0.358,0.642,normal,10,phylum
0.359,0.641,normal,10,phylum
0.521,0.479,cancer,10,phylum
0.468,0.532,normal,10,phylum
0.387,0.613,normal,10,phylum
0.262,0.738,normal,10,phylum
0.46,0.54,cancer,10,phylum
0.488,0.512,cancer,10,phylum
0.426,0.574,normal,10,phylum
0.365,0.635,normal,10,phylum
0.57,0.43,normal,10,phylum
0.344,0.656,normal,10,phylum
0.251,0.749,cancer,10,phylum
0.298,0.702,cancer,10,phylum
0.465,0.535,cancer,10,phylum
0.488,0.512,normal,10,phylum
0.146,0.854,normal,10,phylum
0.467,0.533,cancer,10,phylum
0.536,0.464,normal,10,phylum
0.564,0.436,normal,10,phylum
0.396,0.604,normal,100,phylum
0.462,0.538,normal,100,phylum
0.29,0.71,cancer,100,phylum
0.551,0.449,normal,100,phylum
0.249,0.751,cancer,100,phylum
0.232,0.768,normal,100,phylum
0.544,0.456,normal,100,phylum
0.741,0.259,normal,100,phylum
0.237,0.763,cancer,100,phylum
0.156,0.844,normal,100,phylum
0.285,0.715,normal,100,phylum
0.282,0.718,normal,100,phylum
0.458,0.542,normal,100,phylum
0.2,0.8,normal,100,phylum
0.489,0.511,normal,100,phylum
0.365,0.635,normal,100,phylum
0.295,0.705,normal,100,phylum
0.526,0.474,normal,100,phylum
0.192,0.808,normal,100,phylum
0.358,0.642,cancer,100,phylum
0.467,0.533,normal,100,phylum
0.434,0.566,cancer,100,phylum
0.506,0.494,cancer,100,phylum
0.461,0.539,cancer,100,phylum
0.265,0.735,cancer,100,phylum
0.562,0.438,cancer,100,phylum
0.497,0.503,normal,100,phylum
0.38,0.62,normal,100,phylum
0.424,0.576,normal,100,phylum
0.193,0.807,normal,100,phylum
0.353,0.647,cancer,100,phylum
0.307,0.693,normal,100,phylum
0.223,0.777,cancer,100,phylum
0.412,0.588,cancer,100,phylum
0.179,0.821,cancer,100,phylum
0.649,0.351,cancer,100,phylum
0.306,0.694,cancer,100,phylum
0.146,0.854,cancer,100,phylum
0.284,0.716,normal,100,phylum
0.814,0.186,cancer,100,phylum
0.729,0.271,cancer,100,phylum
0.524,0.476,cancer,100,phylum
0.422,0.578,cancer,100,phylum
0.568,0.432,cancer,100,phylum
0.569,0.431,cancer,100,phylum
0.692,0.308,cancer,100,phylum
0.49,0.51,normal,100,phylum
0.306,0.694,normal,100,phylum
0.693,0.307,cancer,100,phylum
0.37,0.63,normal,100,phylum
0.595,0.405,normal,100,phylum
0.718,0.282,cancer,100,phylum
0.513,0.487,cancer,100,phylum
0.404,0.596,cancer,100,phylum
0.508,0.492,cancer,100,phylum
0.445,0.555,cancer,100,phylum
0.529,0.471,cancer,100,phylum
0.549,0.451,normal,100,phylum
0.289,0.711,cancer,100,phylum
0.586,0.414,normal,100,phylum
0.38,0.62,normal,100,phylum
0.316,0.684,cancer,100,phylum
0.404,0.596,cancer,100,phylum
0.232,0.768,normal,100,phylum
0.521,0.479,cancer,100,phylum
0.817,0.183,cancer,100,phylum
0.669,0.331,normal,100,phylum
0.619,0.381,normal,100,phylum
0.484,0.516,normal,100,phylum
0.362,0.638,normal,100,phylum
0.44,0.56,normal,100,phylum
0.56,0.44,cancer,100,phylum
0.455,0.545,normal,100,phylum
0.584,0.416,normal,100,phylum
0.597,0.403,normal,100,phylum
0.244,0.756,normal,100,phylum
0.203,0.797,cancer,100,phylum
0.194,0.806,cancer,100,phylum
0.135,0.865,normal,100,phylum
0.332,0.668,normal,100,phylum
0.202,0.798,normal,100,phylum
0.448,0.552,normal,100,phylum
0.495,0.505,cancer,100,phylum
0.167,0.833,cancer,100,phylum
0.249,0.751,normal,100,phylum
0.309,0.691,normal,100,phylum
0.633,0.367,normal,100,phylum
0.503,0.497,cancer,100,phylum
0.3,0.7,cancer,100,phylum
0.335,0.665,normal,100,phylum
0.513,0.487,normal,100,phylum
0.264,0.736,normal,100,phylum
0.332,0.668,cancer,100,phylum
0.329,0.671,cancer,100,phylum
0.681,0.319,cancer,100,phylum
0.203,0.797,normal,100,phylum
0.524,0.476,normal,100,phylum
0.431,0.569,normal,11,phylum
0.438,0.562,cancer,11,phylum
0.395,0.605,normal,11,phylum
0.443,0.557,normal,11,phylum
0.486,0.514,normal,11,phylum
0.337,0.663,normal,11,phylum
0.528,0.472,cancer,11,phylum
0.405,0.595,normal,11,phylum
0.506,0.494,normal,11,phylum
0.718,0.282,normal,11,phylum
0.322,0.678,normal,11,phylum
0.243,0.757,normal,11,phylum
0.332,0.668,normal,11,phylum
0.621,0.379,cancer,11,phylum
0.452,0.548,cancer,11,phylum
0.471,0.529,normal,11,phylum
0.545,0.455,cancer,11,phylum
0.277,0.723,cancer,11,phylum
0.466,0.534,cancer,11,phylum
0.403,0.597,cancer,11,phylum
0.402,0.598,cancer,11,phylum
0.705,0.295,cancer,11,phylum
0.449,0.551,cancer,11,phylum
0.286,0.714,cancer,11,phylum
0.313,0.687,cancer,11,phylum
0.392,0.608,normal,11,phylum
0.21,0.79,normal,11,phylum
0.606,0.394,cancer,11,phylum
0.579,0.421,normal,11,phylum
0.265,0.735,cancer,11,phylum
0.311,0.689,normal,11,phylum
0.279,0.721,normal,11,phylum
0.509,0.491,normal,11,phylum
0.241,0.759,cancer,11,phylum
0.525,0.475,cancer,11,phylum
0.5,0.5,cancer,11,phylum
0.72,0.28,normal,11,phylum
0.411,0.589,cancer,11,phylum
0.525,0.475,cancer,11,phylum
0.325,0.675,normal,11,phylum
0.335,0.665,cancer,11,phylum
0.38,0.62,cancer,11,phylum
0.397,0.603,normal,11,phylum
0.491,0.509,cancer,11,phylum
0.334,0.666,cancer,11,phylum
0.523,0.477,normal,11,phylum
0.396,0.604,normal,11,phylum
0.421,0.579,normal,11,phylum
0.662,0.338,cancer,11,phylum
0.638,0.362,normal,11,phylum
0.383,0.617,cancer,11,phylum
0.344,0.656,normal,11,phylum
0.469,0.531,cancer,11,phylum
0.463,0.537,normal,11,phylum
0.281,0.719,normal,11,phylum
0.197,0.803,normal,11,phylum
0.204,0.796,cancer,11,phylum
0.344,0.656,normal,11,phylum
0.361,0.639,normal,11,phylum
0.222,0.778,cancer,11,phylum
0.367,0.633,cancer,11,phylum
0.711,0.289,normal,11,phylum
0.614,0.386,normal,11,phylum
0.448,0.552,cancer,11,phylum
0.294,0.706,normal,11,phylum
0.439,0.561,normal,11,phylum
0.344,0.656,cancer,11,phylum
0.269,0.731,normal,11,phylum
0.418,0.582,cancer,11,phylum
0.495,0.505,normal,11,phylum
0.63,0.37,cancer,11,phylum
0.372,0.628,normal,11,phylum
0.283,0.717,normal,11,phylum
0.431,0.569,normal,11,phylum
0.459,0.541,cancer,11,phylum
0.786,0.214,cancer,11,phylum
0.326,0.674,normal,11,phylum
0.516,0.484,cancer,11,phylum
0.861,0.139,cancer,11,phylum
0.365,0.635,normal,11,phylum
0.458,0.542,cancer,11,phylum
0.586,0.414,cancer,11,phylum
0.531,0.469,cancer,11,phylum
0.499,0.501,normal,11,phylum
0.392,0.608,normal,11,phylum
0.635,0.365,normal,11,phylum
0.389,0.611,cancer,11,phylum
0.335,0.665,cancer,11,phylum
0.566,0.434,normal,11,phylum
0.629,0.371,normal,11,phylum
0.34,0.66,normal,11,phylum
0.682,0.318,cancer,11,phylum
0.276,0.724,normal,11,phylum
0.724,0.276,normal,11,phylum
0.419,0.581,cancer,11,phylum
0.542,0.458,normal,11,phylum
0.29,0.71,normal,11,phylum
0.428,0.572,normal,12,phylum
0.197,0.803,normal,12,phylum
0.412,0.588,normal,12,phylum
0.256,0.744,normal,12,phylum
0.358,0.642,normal,12,phylum
0.255,0.745,normal,12,phylum
0.219,0.781,cancer,12,phylum
0.292,0.708,normal,12,phylum
0.245,0.755,normal,12,phylum
0.308,0.692,normal,12,phylum
0.476,0.524,normal,12,phylum
0.458,0.542,normal,12,phylum
0.646,0.354,cancer,12,phylum
0.578,0.422,cancer,12,phylum
0.213,0.787,normal,12,phylum
0.577,0.423,cancer,12,phylum
0.174,0.826,normal,12,phylum
0.469,0.531,normal,12,phylum
0.255,0.745,cancer,12,phylum
0.602,0.398,cancer,12,phylum
0.525,0.475,cancer,12,phylum
0.404,0.596,normal,12,phylum
0.457,0.543,cancer,12,phylum
0.448,0.552,cancer,12,phylum
0.425,0.575,cancer,12,phylum
0.836,0.164,cancer,12,phylum
0.345,0.655,cancer,12,phylum
0.202,0.798,cancer,12,phylum
0.295,0.705,cancer,12,phylum
0.474,0.526,normal,12,phylum
0.433,0.567,cancer,12,phylum
0.312,0.688,cancer,12,phylum
0.657,0.343,cancer,12,phylum
0.433,0.567,cancer,12,phylum
0.191,0.809,cancer,12,phylum
0.45,0.55,cancer,12,phylum
0.657,0.343,normal,12,phylum
0.29,0.71,cancer,12,phylum
0.666,0.334,cancer,12,phylum
0.315,0.685,normal,12,phylum
0.417,0.583,normal,12,phylum
0.316,0.684,normal,12,phylum
0.704,0.296,cancer,12,phylum
0.296,0.704,cancer,12,phylum
0.226,0.774,cancer,12,phylum
0.387,0.613,normal,12,phylum
0.554,0.446,normal,12,phylum
0.559,0.441,normal,12,phylum
0.326,0.674,cancer,12,phylum
0.51,0.49,cancer,12,phylum
0.277,0.723,cancer,12,phylum
0.307,0.693,normal,12,phylum
0.368,0.632,cancer,12,phylum
0.34,0.66,normal,12,phylum
0.201,0.799,cancer,12,phylum
0.583,0.417,cancer,12,phylum
0.706,0.294,cancer,12,phylum
0.574,0.426,cancer,12,phylum
0.325,0.675,cancer,12,phylum
0.28,0.72,normal,12,phylum
0.318,0.682,normal,12,phylum
0.41,0.59,normal,12,phylum
0.703,0.297,normal,12,phylum
0.47,0.53,normal,12,phylum
0.444,0.556,normal,12,phylum
0.674,0.326,normal,12,phylum
0.359,0.641,cancer,12,phylum
0.506,0.494,normal,12,phylum
0.196,0.804,normal,12,phylum
0.418,0.582,cancer,12,phylum
0.327,0.673,normal,12,phylum
0.315,0.685,normal,12,phylum
0.327,0.673,cancer,12,phylum
0.569,0.431,normal,12,phylum
0.263,0.737,cancer,12,phylum
0.284,0.716,normal,12,phylum
0.205,0.795,cancer,12,phylum
0.845,0.155,cancer,12,phylum
0.311,0.689,normal,12,phylum
0.3,0.7,normal,12,phylum
0.362,0.638,normal,12,phylum
0.193,0.807,normal,12,phylum
0.543,0.457,cancer,12,phylum
0.439,0.561,cancer,12,phylum
0.528,0.472,cancer,12,phylum
0.606,0.394,normal,12,phylum
0.353,0.647,normal,12,phylum
0.376,0.624,normal,12,phylum
0.391,0.609,normal,12,phylum
0.31,0.69,normal,12,phylum
0.321,0.679,cancer,12,phylum
0.362,0.638,normal,12,phylum
0.23,0.77,normal,12,phylum
0.405,0.595,cancer,12,phylum
0.438,0.562,normal,12,phylum
0.425,0.575,normal,12,phylum
0.435,0.565,normal,12,phylum
0.258,0.742,normal,13,phylum
0.414,0.586,normal,13,phylum
0.559,0.441,normal,13,phylum
0.265,0.735,normal,13,phylum
0.336,0.664,cancer,13,phylum
0.753,0.247,cancer,13,phylum
0.638,0.362,normal,13,phylum
0.474,0.526,normal,13,phylum
0.677,0.323,normal,13,phylum
0.583,0.417,normal,13,phylum
0.535,0.465,normal,13,phylum
0.516,0.484,normal,13,phylum
0.328,0.672,normal,13,phylum
0.294,0.706,normal,13,phylum
0.65,0.35,normal,13,phylum
0.369,0.631,normal,13,phylum
0.52,0.48,normal,13,phylum
0.418,0.582,normal,13,phylum
0.336,0.664,cancer,13,phylum
0.225,0.775,normal,13,phylum
0.322,0.678,normal,13,phylum
0.238,0.762,cancer,13,phylum
0.497,0.503,normal,13,phylum
0.496,0.504,cancer,13,phylum
0.272,0.728,normal,13,phylum
0.468,0.532,normal,13,phylum
0.379,0.621,cancer,13,phylum
0.379,0.621,cancer,13,phylum
0.556,0.444,cancer,13,phylum
0.452,0.548,cancer,13,phylum
0.234,0.766,cancer,13,phylum
0.317,0.683,normal,13,phylum
0.558,0.442,cancer,13,phylum
0.454,0.546,normal,13,phylum
0.18,0.82,normal,13,phylum
0.676,0.324,cancer,13,phylum
0.679,0.321,cancer,13,phylum
0.568,0.432,cancer,13,phylum
0.219,0.781,cancer,13,phylum
0.687,0.313,cancer,13,phylum
0.627,0.373,cancer,13,phylum
0.524,0.476,cancer,13,phylum
0.486,0.514,cancer,13,phylum
0.293,0.707,cancer,13,phylum
0.668,0.332,cancer,13,phylum
0.204,0.796,cancer,13,phylum
0.769,0.231,cancer,13,phylum
0.438,0.562,normal,13,phylum
0.661,0.339,normal,13,phylum
0.166,0.834,cancer,13,phylum
0.359,0.641,cancer,13,phylum
0.384,0.616,cancer,13,phylum
0.493,0.507,normal,13,phylum
0.227,0.773,cancer,13,phylum
0.518,0.482,cancer,13,phylum
0.311,0.689,cancer,13,phylum
0.562,0.438,cancer,13,phylum
0.207,0.793,normal,13,phylum
0.243,0.757,cancer,13,phylum
0.744,0.256,cancer,13,phylum
0.4,0.6,normal,13,phylum
0.477,0.523,normal,13,phylum
0.18,0.82,cancer,13,phylum
0.71,0.29,cancer,13,phylum
0.621,0.379,normal,13,phylum
0.276,0.724,cancer,13,phylum
0.275,0.725,normal,13,phylum
0.454,0.546,cancer,13,phylum
0.642,0.358,normal,13,phylum
0.285,0.715,normal,13,phylum
0.34,0.66,normal,13,phylum
0.587,0.413,normal,13,phylum
0.479,0.521,cancer,13,phylum
0.512,0.488,cancer,13,phylum
0.446,0.554,normal,13,phylum
0.282,0.718,cancer,13,phylum
0.53,0.47,normal,13,phylum
0.382,0.618,normal,13,phylum
0.327,0.673,cancer,13,phylum
0.339,0.661,normal,13,phylum
0.529,0.471,cancer,13,phylum
0.519,0.481,cancer,13,phylum
0.508,0.492,normal,13,phylum
0.713,0.287,normal,13,phylum
0.437,0.563,normal,13,phylum
0.562,0.438,cancer,13,phylum
0.228,0.772,normal,13,phylum
0.194,0.806,normal,13,phylum
0.532,0.468,normal,13,phylum
0.417,0.583,cancer,13,phylum
0.346,0.654,normal,13,phylum
0.18,0.82,normal,13,phylum
0.445,0.555,normal,13,phylum
0.493,0.507,normal,13,phylum
0.345,0.655,cancer,13,phylum
0.477,0.523,normal,13,phylum
0.294,0.706,normal,13,phylum
0.349,0.651,normal,14,phylum
0.239,0.761,normal,14,phylum
0.417,0.583,normal,14,phylum
0.385,0.615,normal,14,phylum
0.202,0.798,normal,14,phylum
0.379,0.621,normal,14,phylum
0.281,0.719,normal,14,phylum
0.426,0.574,normal,14,phylum
0.327,0.673,normal,14,phylum
0.565,0.435,cancer,14,phylum
0.219,0.781,normal,14,phylum
0.556,0.444,normal,14,phylum
0.433,0.567,normal,14,phylum
0.313,0.687,normal,14,phylum
0.373,0.627,normal,14,phylum
0.396,0.604,normal,14,phylum
0.232,0.768,normal,14,phylum
0.296,0.704,normal,14,phylum
0.304,0.696,cancer,14,phylum
0.66,0.34,cancer,14,phylum
0.498,0.502,cancer,14,phylum
0.394,0.606,normal,14,phylum
0.71,0.29,cancer,14,phylum
0.391,0.609,normal,14,phylum
0.506,0.494,cancer,14,phylum
0.44,0.56,normal,14,phylum
0.429,0.571,normal,14,phylum
0.246,0.754,cancer,14,phylum
0.724,0.276,cancer,14,phylum
0.657,0.343,cancer,14,phylum
0.334,0.666,cancer,14,phylum
0.575,0.425,normal,14,phylum
0.446,0.554,cancer,14,phylum
0.461,0.539,cancer,14,phylum
0.204,0.796,cancer,14,phylum
0.587,0.413,cancer,14,phylum
0.25,0.75,cancer,14,phylum
0.136,0.864,normal,14,phylum
0.555,0.445,cancer,14,phylum
0.345,0.655,cancer,14,phylum
0.532,0.468,cancer,14,phylum
0.357,0.643,normal,14,phylum
0.178,0.822,cancer,14,phylum
0.347,0.653,normal,14,phylum
0.529,0.471,cancer,14,phylum
0.553,0.447,cancer,14,phylum
0.461,0.539,cancer,14,phylum
0.44,0.56,cancer,14,phylum
0.388,0.612,cancer,14,phylum
0.726,0.274,cancer,14,phylum
0.477,0.523,cancer,14,phylum
0.348,0.652,normal,14,phylum
0.278,0.722,cancer,14,phylum
0.213,0.787,normal,14,phylum
0.366,0.634,cancer,14,phylum
0.553,0.447,normal,14,phylum
0.207,0.793,cancer,14,phylum
0.299,0.701,cancer,14,phylum
0.649,0.351,cancer,14,phylum
0.271,0.729,cancer,14,phylum
0.323,0.677,normal,14,phylum
0.489,0.511,normal,14,phylum
0.214,0.786,normal,14,phylum
0.345,0.655,cancer,14,phylum
0.637,0.363,normal,14,phylum
0.308,0.692,cancer,14,phylum
0.338,0.662,normal,14,phylum
0.465,0.535,cancer,14,phylum
0.671,0.329,normal,14,phylum
0.433,0.567,normal,14,phylum
0.654,0.346,cancer,14,phylum
0.395,0.605,cancer,14,phylum
0.231,0.769,cancer,14,phylum
0.406,0.594,normal,14,phylum
0.491,0.509,cancer,14,phylum
0.606,0.394,cancer,14,phylum
0.848,0.152,cancer,14,phylum
0.781,0.219,cancer,14,phylum
0.316,0.684,normal,14,phylum
0.202,0.798,normal,14,phylum
0.408,0.592,normal,14,phylum
0.515,0.485,normal,14,phylum
0.247,0.753,normal,14,phylum
0.341,0.659,normal,14,phylum
0.477,0.523,normal,14,phylum
0.677,0.323,cancer,14,phylum
0.474,0.526,normal,14,phylum
0.334,0.666,cancer,14,phylum
0.481,0.519,normal,14,phylum
0.437,0.563,cancer,14,phylum
0.225,0.775,normal,14,phylum
0.441,0.559,normal,14,phylum
0.292,0.708,normal,14,phylum
0.334,0.666,normal,14,phylum
0.193,0.807,normal,14,phylum
0.317,0.683,normal,14,phylum
0.52,0.48,normal,14,phylum
0.363,0.637,normal,15,phylum
0.5,0.5,normal,15,phylum
0.272,0.728,normal,15,phylum
0.698,0.302,cancer,15,phylum
0.423,0.577,normal,15,phylum
0.493,0.507,normal,15,phylum
0.467,0.533,normal,15,phylum
0.604,0.396,normal,15,phylum
0.335,0.665,normal,15,phylum
0.637,0.363,normal,15,phylum
0.295,0.705,normal,15,phylum
0.689,0.311,normal,15,phylum
0.441,0.559,normal,15,phylum
0.194,0.806,normal,15,phylum
0.348,0.652,cancer,15,phylum
0.519,0.481,cancer,15,phylum
0.297,0.703,normal,15,phylum
0.361,0.639,normal,15,phylum
0.501,0.499,cancer,15,phylum
0.373,0.627,cancer,15,phylum
0.345,0.655,normal,15,phylum
0.384,0.616,cancer,15,phylum
0.347,0.653,normal,15,phylum
0.571,0.429,cancer,15,phylum
0.245,0.755,cancer,15,phylum
0.301,0.699,normal,15,phylum
0.249,0.751,normal,15,phylum
0.308,0.692,cancer,15,phylum
0.816,0.184,cancer,15,phylum
0.395,0.605,cancer,15,phylum
0.757,0.243,cancer,15,phylum
0.602,0.398,cancer,15,phylum
0.291,0.709,cancer,15,phylum
0.464,0.536,cancer,15,phylum
0.518,0.482,cancer,15,phylum
0.63,0.37,normal,15,phylum
0.683,0.317,cancer,15,phylum
0.537,0.463,cancer,15,phylum
0.695,0.305,cancer,15,phylum
0.671,0.329,normal,15,phylum
0.298,0.702,normal,15,phylum
0.364,0.636,cancer,15,phylum
0.491,0.509,cancer,15,phylum
0.663,0.337,normal,15,phylum
0.287,0.713,cancer,15,phylum
0.181,0.819,cancer,15,phylum
0.505,0.495,cancer,15,phylum
0.424,0.576,cancer,15,phylum
0.402,0.598,normal,15,phylum
0.435,0.565,cancer,15,phylum
0.382,0.618,normal,15,phylum
0.455,0.545,normal,15,phylum
0.239,0.761,cancer,15,phylum
0.229,0.771,cancer,15,phylum
0.229,0.771,cancer,15,phylum
0.852,0.148,cancer,15,phylum
0.703,0.297,cancer,15,phylum
0.721,0.279,cancer,15,phylum
0.627,0.373,normal,15,phylum
0.636,0.364,normal,15,phylum
0.399,0.601,normal,15,phylum
0.453,0.547,normal,15,phylum
0.396,0.604,cancer,15,phylum
0.279,0.721,normal,15,phylum
0.584,0.416,normal,15,phylum
0.475,0.525,cancer,15,phylum
0.358,0.642,normal,15,phylum
0.338,0.662,normal,15,phylum
0.369,0.631,normal,15,phylum
0.184,0.816,normal,15,phylum
0.434,0.566,cancer,15,phylum
0.498,0.502,cancer,15,phylum
0.213,0.787,cancer,15,phylum
0.137,0.863,normal,15,phylum
0.436,0.564,cancer,15,phylum
0.568,0.432,cancer,15,phylum
0.434,0.566,normal,15,phylum
0.542,0.458,normal,15,phylum
0.438,0.562,cancer,15,phylum
0.444,0.556,normal,15,phylum
0.331,0.669,cancer,15,phylum
0.641,0.359,cancer,15,phylum
0.318,0.682,normal,15,phylum
0.488,0.512,normal,15,phylum
0.454,0.546,normal,15,phylum
0.205,0.795,normal,15,phylum
0.538,0.462,normal,15,phylum
0.645,0.355,cancer,15,phylum
0.634,0.366,normal,15,phylum
0.204,0.796,normal,15,phylum
0.559,0.441,normal,15,phylum
0.407,0.593,cancer,15,phylum
0.484,0.516,normal,15,phylum
0.695,0.305,normal,15,phylum
0.446,0.554,cancer,15,phylum
0.644,0.356,normal,15,phylum
0.492,0.508,normal,15,phylum
0.655,0.345,normal,16,phylum
0.378,0.622,normal,16,phylum
0.371,0.629,cancer,16,phylum
0.323,0.677,normal,16,phylum
0.544,0.456,cancer,16,phylum
0.331,0.669,normal,16,phylum
0.64,0.36,normal,16,phylum
0.318,0.682,normal,16,phylum
0.5,0.5,normal,16,phylum
0.581,0.419,normal,16,phylum
0.378,0.622,normal,16,phylum
0.222,0.778,cancer,16,phylum
0.184,0.816,normal,16,phylum
0.542,0.458,normal,16,phylum
0.279,0.721,normal,16,phylum
0.387,0.613,normal,16,phylum
0.259,0.741,normal,16,phylum
0.281,0.719,cancer,16,phylum
0.443,0.557,cancer,16,phylum
0.698,0.302,cancer,16,phylum
0.357,0.643,cancer,16,phylum
0.275,0.725,cancer,16,phylum
0.23,0.77,normal,16,phylum
0.654,0.346,normal,16,phylum
