cancer,normal,actual,seed,level
0.605,0.395,normal,10,class
0.528,0.472,cancer,10,class
0.347,0.653,normal,10,class
0.49,0.51,normal,10,class
0.247,0.753,normal,10,class
0.407,0.593,normal,10,class
0.436,0.564,normal,10,class
0.386,0.614,normal,10,class
0.447,0.553,cancer,10,class
0.459,0.541,cancer,10,class
0.73,0.27,cancer,10,class
0.439,0.561,normal,10,class
0.562,0.438,normal,100,class
0.464,0.536,cancer,100,class
0.626,0.374,cancer,100,class
0.606,0.394,normal,100,class
0.4,0.6,cancer,100,class
0.36,0.64,normal,100,class
0.662,0.338,normal,100,class
0.665,0.335,normal,100,class
0.614,0.386,normal,100,class
0.268,0.732,cancer,100,class
0.361,0.639,normal,100,class
0.522,0.478,normal,100,class
0.42,0.58,normal,100,class
0.442,0.558,normal,100,class
0.364,0.636,normal,100,class
0.452,0.548,normal,100,class
0.361,0.639,normal,100,class
0.266,0.734,normal,100,class
0.365,0.635,normal,100,class
0.44,0.56,cancer,100,class
0.542,0.458,normal,100,class
0.439,0.561,cancer,100,class
0.585,0.415,cancer,100,class
0.433,0.567,cancer,100,class
0.631,0.369,cancer,100,class
0.337,0.663,normal,100,class
0.531,0.469,cancer,100,class
0.266,0.734,normal,100,class
0.499,0.501,cancer,100,class
0.427,0.573,normal,100,class
0.445,0.555,cancer,100,class
0.383,0.617,normal,100,class
0.464,0.536,cancer,100,class
0.61,0.39,cancer,100,class
0.6,0.4,cancer,100,class
0.422,0.578,cancer,100,class
0.548,0.452,cancer,100,class
0.703,0.297,cancer,100,class
0.437,0.563,cancer,100,class
0.119,0.881,normal,100,class
0.281,0.719,cancer,100,class
0.283,0.717,cancer,100,class
0.29,0.71,cancer,100,class
0.689,0.311,cancer,100,class
0.452,0.548,cancer,100,class
0.357,0.643,normal,100,class
0.42,0.58,cancer,100,class
0.536,0.464,cancer,100,class
0.52,0.48,normal,100,class
0.317,0.683,normal,100,class
0.5,0.5,cancer,100,class
0.402,0.598,cancer,100,class
0.438,0.562,cancer,100,class
0.455,0.545,cancer,100,class
0.481,0.519,cancer,100,class
0.453,0.547,cancer,100,class
0.434,0.566,normal,100,class
0.772,0.228,cancer,100,class
0.494,0.506,normal,100,class
0.337,0.663,normal,100,class
0.394,0.606,cancer,100,class
0.391,0.609,cancer,100,class
0.466,0.534,normal,100,class
0.447,0.553,cancer,100,class
0.46,0.54,cancer,100,class
0.52,0.48,cancer,100,class
0.357,0.643,normal,100,class
0.395,0.605,cancer,100,class
0.441,0.559,normal,100,class
0.595,0.405,normal,100,class
0.563,0.437,normal,100,class
0.523,0.477,normal,100,class
0.564,0.436,normal,100,class
0.289,0.711,normal,100,class
0.343,0.657,cancer,100,class
0.212,0.788,normal,100,class
0.351,0.649,normal,100,class
0.302,0.698,normal,100,class
0.508,0.492,normal,100,class
0.374,0.626,normal,100,class
0.514,0.486,normal,100,class
0.261,0.739,cancer,100,class
0.551,0.449,cancer,100,class
0.429,0.571,normal,100,class
0.376,0.624,normal,100,class
0.321,0.679,normal,100,class
0.485,0.515,normal,100,class
0.422,0.578,normal,100,class
0.345,0.655,cancer,100,class
0.443,0.557,normal,100,class
0.414,0.586,normal,100,class
0.467,0.533,cancer,100,class
0.524,0.476,normal,100,class
0.543,0.457,normal,100,class
0.671,0.329,normal,100,class
0.453,0.547,normal,100,class
0.603,0.397,cancer,100,class
0.335,0.665,normal,11,class
0.373,0.627,cancer,11,class
0.556,0.444,cancer,11,class
0.506,0.494,normal,11,class
0.391,0.609,normal,11,class
0.508,0.492,normal,11,class
0.474,0.526,normal,11,class
0.649,0.351,normal,11,class
0.346,0.654,normal,11,class
0.481,0.519,normal,11,class
0.293,0.707,normal,11,class
0.4,0.6,normal,11,class
0.472,0.528,normal,11,class
0.691,0.309,normal,11,class
0.354,0.646,normal,11,class
0.338,0.662,normal,11,class
0.614,0.386,cancer,11,class
0.388,0.612,cancer,11,class
0.567,0.433,cancer,11,class
0.336,0.664,normal,11,class
0.655,0.345,cancer,11,class
0.283,0.717,normal,11,class
0.523,0.477,normal,11,class
0.308,0.692,normal,11,class
0.286,0.714,cancer,11,class
0.58,0.42,cancer,11,class
0.474,0.526,cancer,11,class
0.385,0.615,normal,11,class
0.454,0.546,cancer,11,class
0.453,0.547,cancer,11,class
0.641,0.359,cancer,11,class
0.464,0.536,cancer,11,class
0.384,0.616,cancer,11,class
0.453,0.547,cancer,11,class
0.295,0.705,normal,11,class
0.556,0.444,cancer,11,class
0.148,0.852,normal,11,class
0.702,0.298,cancer,11,class
0.735,0.265,normal,11,class
0.321,0.679,cancer,11,class
0.667,0.333,cancer,11,class
0.608,0.392,cancer,11,class
0.624,0.376,cancer,11,class
0.532,0.468,normal,11,class
0.444,0.556,cancer,11,class
0.469,0.531,normal,11,class
0.544,0.456,cancer,11,class
0.577,0.423,normal,11,class
0.76,0.24,normal,11,class
0.332,0.668,cancer,11,class
0.566,0.434,cancer,11,class
0.335,0.665,normal,11,class
0.485,0.515,cancer,11,class
0.369,0.631,normal,11,class
0.567,0.433,cancer,11,class
0.355,0.645,normal,11,class
0.394,0.606,cancer,11,class
0.458,0.542,normal,11,class
0.551,0.449,normal,11,class
0.427,0.573,normal,11,class
0.618,0.382,cancer,11,class
0.513,0.487,cancer,11,class
0.505,0.495,normal,11,class
0.251,0.749,normal,11,class
0.453,0.547,normal,11,class
0.337,0.663,normal,11,class
0.55,0.45,cancer,11,class
0.323,0.677,cancer,11,class
0.53,0.47,normal,11,class
0.641,0.359,normal,11,class
0.72,0.28,normal,11,class
0.401,0.599,normal,11,class
0.385,0.615,normal,11,class
0.566,0.434,normal,11,class
0.42,0.58,cancer,11,class
0.295,0.705,normal,11,class
0.341,0.659,cancer,11,class
0.524,0.476,normal,11,class
0.37,0.63,cancer,11,class
0.362,0.638,normal,11,class
0.495,0.505,cancer,11,class
0.509,0.491,cancer,11,class
0.537,0.463,normal,11,class
0.507,0.493,cancer,11,class
0.405,0.595,cancer,11,class
0.577,0.423,normal,11,class
0.462,0.538,cancer,11,class
0.316,0.684,cancer,11,class
0.428,0.572,normal,11,class
0.344,0.656,cancer,11,class
0.433,0.567,cancer,11,class
0.532,0.468,normal,11,class
0.419,0.581,cancer,11,class
0.656,0.344,normal,11,class
0.229,0.771,normal,11,class
0.419,0.581,cancer,11,class
0.456,0.544,normal,11,class
0.416,0.584,normal,12,class
0.304,0.696,normal,12,class
0.459,0.541,normal,12,class
0.497,0.503,normal,12,class
0.358,0.642,normal,12,class
0.501,0.499,normal,12,class
0.486,0.514,cancer,12,class
0.41,0.59,normal,12,class
0.413,0.587,normal,12,class
0.258,0.742,normal,12,class
0.241,0.759,cancer,12,class
0.355,0.645,normal,12,class
0.438,0.562,normal,12,class
0.512,0.488,normal,12,class
0.467,0.533,normal,12,class
0.439,0.561,cancer,12,class
0.541,0.459,cancer,12,class
0.358,0.642,normal,12,class
0.388,0.612,normal,12,class
0.665,0.335,cancer,12,class
0.28,0.72,normal,12,class
0.372,0.628,normal,12,class
0.459,0.541,cancer,12,class
0.692,0.308,cancer,12,class
0.396,0.604,normal,12,class
0.467,0.533,cancer,12,class
0.398,0.602,normal,12,class
0.522,0.478,cancer,12,class
0.478,0.522,cancer,12,class
0.365,0.635,cancer,12,class
0.662,0.338,cancer,12,class
0.331,0.669,cancer,12,class
0.387,0.613,cancer,12,class
0.53,0.47,normal,12,class
0.425,0.575,cancer,12,class
0.326,0.674,normal,12,class
0.496,0.504,cancer,12,class
0.363,0.637,cancer,12,class
0.391,0.609,cancer,12,class
0.314,0.686,cancer,12,class
0.198,0.802,normal,12,class
0.442,0.558,cancer,12,class
0.397,0.603,cancer,12,class
0.475,0.525,normal,12,class
0.659,0.341,cancer,12,class
0.359,0.641,normal,12,class
0.516,0.484,cancer,12,class
0.672,0.328,normal,12,class
0.421,0.579,normal,12,class
0.58,0.42,normal,12,class
0.72,0.28,normal,12,class
0.526,0.474,cancer,12,class
0.389,0.611,cancer,12,class
0.316,0.684,cancer,12,class
0.38,0.62,cancer,12,class
0.521,0.479,normal,12,class
0.305,0.695,cancer,12,class
0.413,0.587,cancer,12,class
0.358,0.642,normal,12,class
0.649,0.351,cancer,12,class
0.468,0.532,cancer,12,class
0.488,0.512,cancer,12,class
0.465,0.535,normal,12,class
0.323,0.677,normal,12,class
0.34,0.66,cancer,12,class
0.281,0.719,cancer,12,class
0.534,0.466,cancer,12,class
0.411,0.589,normal,12,class
0.444,0.556,normal,12,class
0.456,0.544,normal,12,class
0.75,0.25,normal,12,class
0.392,0.608,normal,12,class
0.356,0.644,normal,12,class
0.274,0.726,cancer,12,class
0.347,0.653,normal,12,class
0.523,0.477,normal,12,class
0.304,0.696,normal,12,class
0.7,0.3,cancer,12,class
0.497,0.503,normal,12,class
0.461,0.539,cancer,12,class
0.342,0.658,normal,12,class
0.443,0.557,normal,12,class
0.414,0.586,normal,12,class
0.422,0.578,normal,12,class
0.354,0.646,cancer,12,class
0.331,0.669,normal,12,class
0.624,0.376,normal,12,class
0.436,0.564,cancer,12,class
0.428,0.572,cancer,12,class
0.5,0.5,cancer,12,class
0.543,0.457,normal,12,class
0.445,0.555,cancer,12,class
0.423,0.577,normal,12,class
0.501,0.499,cancer,12,class
0.293,0.707,normal,12,class
0.372,0.628,cancer,12,class
0.505,0.495,normal,12,class
0.378,0.622,normal,13,class
0.49,0.51,normal,13,class
0.598,0.402,normal,13,class
0.249,0.751,normal,13,class
0.476,0.524,cancer,13,class
0.494,0.506,normal,13,class
0.485,0.515,normal,13,class
0.46,0.54,normal,13,class
0.635,0.365,normal,13,class
0.457,0.543,normal,13,class
0.349,0.651,normal,13,class
0.289,0.711,normal,13,class
0.684,0.316,normal,13,class
0.611,0.389,normal,13,class
0.419,0.581,normal,13,class
0.436,0.564,normal,13,class
0.398,0.602,cancer,13,class
0.436,0.564,normal,13,class
0.532,0.468,cancer,13,class
0.383,0.617,normal,13,class
0.497,0.503,normal,13,class
0.379,0.621,cancer,13,class
0.52,0.48,cancer,13,class
0.54,0.46,cancer,13,class
0.573,0.427,cancer,13,class
0.426,0.574,cancer,13,class
0.65,0.35,cancer,13,class
0.427,0.573,normal,13,class
0.529,0.471,cancer,13,class
0.674,0.326,cancer,13,class
0.514,0.486,cancer,13,class
0.352,0.648,normal,13,class
0.353,0.647,cancer,13,class
0.371,0.629,cancer,13,class
0.457,0.543,cancer,13,class
0.361,0.639,cancer,13,class
0.344,0.656,normal,13,class
0.352,0.648,cancer,13,class
0.316,0.684,cancer,13,class
0.298,0.702,cancer,13,class
0.397,0.603,cancer,13,class
0.543,0.457,normal,13,class
0.567,0.433,normal,13,class
0.582,0.418,cancer,13,class
0.7,0.3,cancer,13,class
0.805,0.195,cancer,13,class
0.451,0.549,cancer,13,class
0.543,0.457,normal,13,class
0.389,0.611,cancer,13,class
0.593,0.407,cancer,13,class
0.41,0.59,cancer,13,class
0.28,0.72,normal,13,class
0.545,0.455,cancer,13,class
0.598,0.402,cancer,13,class
0.448,0.552,normal,13,class
0.461,0.539,normal,13,class
0.266,0.734,cancer,13,class
0.287,0.713,cancer,13,class
0.346,0.654,normal,13,class
0.625,0.375,cancer,13,class
0.481,0.519,normal,13,class
0.697,0.303,cancer,13,class
0.482,0.518,normal,13,class
0.331,0.669,normal,13,class
0.224,0.776,normal,13,class
0.364,0.636,normal,13,class
0.601,0.399,cancer,13,class
0.598,0.402,normal,13,class
0.465,0.535,normal,13,class
0.525,0.475,cancer,13,class
0.749,0.251,cancer,13,class
0.433,0.567,cancer,13,class
0.384,0.616,normal,13,class
0.471,0.529,cancer,13,class
0.498,0.502,cancer,13,class
0.268,0.732,normal,13,class
0.419,0.581,normal,13,class
0.528,0.472,cancer,13,class
0.532,0.468,cancer,13,class
0.391,0.609,cancer,13,class
0.407,0.593,normal,13,class
0.349,0.651,normal,13,class
0.433,0.567,normal,13,class
0.557,0.443,normal,13,class
0.611,0.389,normal,13,class
0.435,0.565,normal,13,class
0.585,0.415,normal,13,class
0.509,0.491,normal,13,class
0.334,0.666,normal,13,class
0.432,0.568,normal,13,class
0.576,0.424,cancer,13,class
0.271,0.729,cancer,13,class
0.438,0.562,cancer,13,class
0.425,0.575,normal,13,class
0.463,0.537,normal,13,class
0.567,0.433,normal,13,class
0.363,0.637,normal,13,class
0.407,0.593,normal,14,class
0.313,0.687,normal,14,class
0.426,0.574,normal,14,class
0.57,0.43,normal,14,class
0.206,0.794,normal,14,class
0.435,0.565,normal,14,class
0.524,0.476,normal,14,class
0.23,0.77,normal,14,class
0.5,0.5,normal,14,class
0.269,0.731,normal,14,class
0.432,0.568,normal,14,class
0.513,0.487,normal,14,class
0.197,0.803,normal,14,class
0.497,0.503,normal,14,class
0.45,0.55,normal,14,class
0.556,0.444,normal,14,class
0.602,0.398,cancer,14,class
0.53,0.47,normal,14,class
0.569,0.431,cancer,14,class
0.239,0.761,normal,14,class
0.555,0.445,normal,14,class
0.414,0.586,normal,14,class
0.542,0.458,cancer,14,class
0.272,0.728,normal,14,class
0.324,0.676,normal,14,class
0.336,0.664,cancer,14,class
0.411,0.589,cancer,14,class
0.754,0.246,cancer,14,class
0.36,0.64,normal,14,class
0.652,0.348,cancer,14,class
0.427,0.573,cancer,14,class
0.331,0.669,normal,14,class
0.398,0.602,cancer,14,class
0.407,0.593,cancer,14,class
0.348,0.652,normal,14,class
0.421,0.579,normal,14,class
0.454,0.546,cancer,14,class
0.719,0.281,cancer,14,class
0.391,0.609,cancer,14,class
0.448,0.552,cancer,14,class
0.636,0.364,cancer,14,class
0.487,0.513,cancer,14,class
0.321,0.679,cancer,14,class
0.335,0.665,normal,14,class
0.627,0.373,cancer,14,class
0.489,0.511,cancer,14,class
0.724,0.276,cancer,14,class
0.18,0.82,normal,14,class
0.49,0.51,cancer,14,class
0.456,0.544,normal,14,class
0.477,0.523,normal,14,class
0.518,0.482,cancer,14,class
0.544,0.456,cancer,14,class
0.425,0.575,normal,14,class
0.674,0.326,normal,14,class
0.34,0.66,normal,14,class
0.452,0.548,cancer,14,class
0.454,0.546,cancer,14,class
0.389,0.611,cancer,14,class
0.316,0.684,normal,14,class
0.227,0.773,cancer,14,class
0.374,0.626,normal,14,class
0.31,0.69,cancer,14,class
0.33,0.67,cancer,14,class
0.429,0.571,cancer,14,class
0.508,0.492,cancer,14,class
0.416,0.584,cancer,14,class
0.239,0.761,normal,14,class
0.501,0.499,cancer,14,class
0.456,0.544,cancer,14,class
0.243,0.757,normal,14,class
0.549,0.451,normal,14,class
0.516,0.484,normal,14,class
0.531,0.469,normal,14,class
0.291,0.709,normal,14,class
0.63,0.37,cancer,14,class
0.428,0.572,normal,14,class
0.279,0.721,cancer,14,class
0.29,0.71,cancer,14,class
0.2,0.8,normal,14,class
0.512,0.488,cancer,14,class
0.405,0.595,normal,14,class
0.819,0.181,cancer,14,class
0.503,0.497,normal,14,class
0.567,0.433,normal,14,class
0.499,0.501,cancer,14,class
0.503,0.497,cancer,14,class
0.439,0.561,normal,14,class
0.39,0.61,normal,14,class
0.655,0.345,normal,14,class
0.603,0.397,normal,14,class
0.522,0.478,cancer,14,class
0.406,0.594,normal,14,class
0.394,0.606,cancer,14,class
0.509,0.491,cancer,14,class
0.549,0.451,normal,14,class
0.469,0.531,cancer,14,class
0.36,0.64,normal,15,class
0.349,0.651,normal,15,class
0.184,0.816,normal,15,class
0.772,0.228,cancer,15,class
0.196,0.804,normal,15,class
0.583,0.417,normal,15,class
0.552,0.448,normal,15,class
0.441,0.559,cancer,15,class
0.419,0.581,normal,15,class
0.178,0.822,normal,15,class
0.766,0.234,normal,15,class
0.204,0.796,cancer,15,class
0.41,0.59,normal,15,class
0.792,0.208,normal,15,class
0.484,0.516,normal,15,class
0.226,0.774,normal,15,class
0.465,0.535,cancer,15,class
0.434,0.566,cancer,15,class
0.245,0.755,normal,15,class
0.269,0.731,normal,15,class
0.38,0.62,cancer,15,class
0.468,0.532,cancer,15,class
0.299,0.701,normal,15,class
0.372,0.628,cancer,15,class
0.649,0.351,cancer,15,class
0.646,0.354,cancer,15,class
0.279,0.721,cancer,15,class
0.777,0.223,cancer,15,class
0.371,0.629,cancer,15,class
0.352,0.648,cancer,15,class
0.715,0.285,cancer,15,class
0.457,0.543,cancer,15,class
0.457,0.543,cancer,15,class
0.378,0.622,cancer,15,class
0.393,0.607,cancer,15,class
0.205,0.795,cancer,15,class
0.661,0.339,cancer,15,class
0.496,0.504,cancer,15,class
0.369,0.631,cancer,15,class
0.409,0.591,normal,15,class
0.631,0.369,cancer,15,class
0.535,0.465,cancer,15,class
0.308,0.692,cancer,15,class
0.57,0.43,cancer,15,class
0.759,0.241,cancer,15,class
0.502,0.498,cancer,15,class
0.547,0.453,normal,15,class
0.851,0.149,cancer,15,class
0.474,0.526,cancer,15,class
0.446,0.554,normal,15,class
0.612,0.388,cancer,15,class
0.412,0.588,normal,15,class
0.351,0.649,normal,15,class
0.469,0.531,normal,15,class
0.711,0.289,normal,15,class
0.412,0.588,normal,15,class
0.391,0.609,normal,15,class
0.504,0.496,normal,15,class
0.207,0.793,normal,15,class
0.607,0.393,cancer,15,class
0.287,0.713,cancer,15,class
0.753,0.247,normal,15,class
0.332,0.668,cancer,15,class
0.389,0.611,normal,15,class
0.521,0.479,normal,15,class
0.387,0.613,cancer,15,class
0.563,0.437,normal,15,class
0.391,0.609,normal,15,class
0.596,0.404,normal,15,class
0.187,0.813,normal,15,class
0.434,0.566,normal,15,class
0.737,0.263,cancer,15,class
0.349,0.651,normal,15,class
0.174,0.826,normal,15,class
0.647,0.353,cancer,15,class
0.811,0.189,cancer,15,class
0.172,0.828,cancer,15,class
0.444,0.556,normal,15,class
0.286,0.714,normal,15,class
0.686,0.314,normal,15,class
0.574,0.426,normal,15,class
0.6,0.4,normal,15,class
0.512,0.488,normal,15,class
0.362,0.638,normal,15,class
0.511,0.489,normal,15,class
0.641,0.359,cancer,15,class
0.534,0.466,cancer,15,class
0.586,0.414,normal,15,class
0.603,0.397,normal,15,class
0.443,0.557,normal,15,class
0.404,0.596,normal,15,class
0.195,0.805,normal,15,class
0.149,0.851,normal,15,class
0.472,0.528,cancer,15,class
0.485,0.515,cancer,15,class
0.32,0.68,cancer,15,class
0.308,0.692,normal,15,class
0.567,0.433,normal,16,class
0.493,0.507,cancer,16,class
0.474,0.526,normal,16,class
0.337,0.663,normal,16,class
0.537,0.463,normal,16,class
0.269,0.731,normal,16,class
0.413,0.587,normal,16,class
0.416,0.584,normal,16,class
0.281,0.719,normal,16,class
0.32,0.68,cancer,16,class
0.51,0.49,normal,16,class
0.292,0.708,normal,16,class
0.405,0.595,normal,16,class
0.436,0.564,normal,16,class
0.364,0.636,normal,16,class
0.6,0.4,cancer,16,class
0.513,0.487,normal,16,class
0.415,0.585,normal,16,class
0.493,0.507,cancer,16,class
0.293,0.707,normal,16,class
0.575,0.425,normal,16,class
0.305,0.695,normal,16,class
0.383,0.617,normal,16,class
0.521,0.479,cancer,16,class
0.419,0.581,normal,16,class
0.47,0.53,cancer,16,class
0.372,0.628,normal,16,class
0.462,0.538,cancer,16,class
0.558,0.442,cancer,16,class
0.369,0.631,cancer,16,class
0.664,0.336,cancer,16,class
0.361,0.639,cancer,16,class
0.33,0.67,cancer,16,class
0.62,0.38,cancer,16,class
0.455,0.545,cancer,16,class
0.57,0.43,cancer,16,class
0.448,0.552,cancer,16,class
0.337,0.663,cancer,16,class
0.418,0.582,cancer,16,class
0.602,0.398,cancer,16,class
0.4,0.6,cancer,16,class
0.322,0.678,cancer,16,class
0.624,0.376,cancer,16,class
0.555,0.445,cancer,16,class
0.535,0.465,normal,16,class
0.262,0.738,cancer,16,class
0.613,0.387,cancer,16,class
0.581,0.419,cancer,16,class
0.536,0.464,normal,16,class
0.561,0.439,normal,16,class
0.417,0.583,cancer,16,class
0.517,0.483,cancer,16,class
0.542,0.458,cancer,16,class
0.421,0.579,cancer,16,class
0.539,0.461,normal,16,class
0.304,0.696,cancer,16,class
0.541,0.459,cancer,16,class
0.362,0.638,normal,16,class
0.442,0.558,cancer,16,class
0.455,0.545,normal,16,class
0.31,0.69,normal,16,class
0.491,0.509,cancer,16,class
0.299,0.701,cancer,16,class
0.517,0.483,cancer,16,class
0.379,0.621,normal,16,class
0.633,0.367,normal,16,class
0.5,0.5,normal,16,class
0.313,0.687,normal,16,class
0.533,0.467,normal,16,class
0.481,0.519,cancer,16,class
0.394,0.606,normal,16,class
0.363,0.637,cancer,16,class
0.389,0.611,normal,16,class
0.234,0.766,cancer,16,class
0.373,0.627,normal,16,class
0.274,0.726,cancer,16,class
0.399,0.601,normal,16,class
0.784,0.216,cancer,16,class
0.473,0.527,normal,16,class
0.42,0.58,normal,16,class
0.605,0.395,normal,16,class
0.443,0.557,normal,16,class
0.43,0.57,normal,16,class
0.266,0.734,cancer,16,class
0.266,0.734,cancer,16,class
0.485,0.515,normal,16,class
0.334,0.666,normal,16,class
0.64,0.36,normal,16,class
0.409,0.591,cancer,16,class
0.616,0.384,normal,16,class
0.398,0.602,normal,16,class
0.425,0.575,normal,16,class
0.327,0.673,normal,16,class
0.416,0.584,normal,16,class
0.488,0.512,normal,16,class
0.362,0.638,normal,16,class
0.671,0.329,cancer,16,class
0.576,0.424,cancer,17,class
0.557,0.443,normal,17,class
0.487,0.513,normal,17,class
0.465,0.535,normal,17,class
0.373,0.627,normal,17,class
0.386,0.614,normal,17,class
0.615,0.385,normal,17,class
0.516,0.484,normal,17,class
0.377,0.623,normal,17,class
0.411,0.589,normal,17,class
0.528,0.472,normal,17,class
0.46,0.54,normal,17,class
0.456,0.544,normal,17,class
0.543,0.457,cancer,17,class
0.293,0.707,normal,17,class
0.237,0.763,normal,17,class
0.28,0.72,cancer,17,class
0.547,0.453,cancer,17,class
0.477,0.523,cancer,17,class
0.645,0.355,cancer,17,class
0.344,0.656,normal,17,class
0.624,0.376,cancer,17,class
0.489,0.511,cancer,17,class
0.473,0.527,normal,17,class
0.577,0.423,cancer,17,class
0.416,0.584,cancer,17,class
0.615,0.385,cancer,17,class
0.377,0.623,cancer,17,class
0.583,0.417,cancer,17,class
0.476,0.524,cancer,17,class
