cancer,normal,actual,seed,level
0.483,0.517,normal,100,asv
0.643,0.357,cancer,100,asv
0.454,0.546,normal,100,asv
0.42,0.58,normal,100,asv
0.652,0.348,cancer,100,asv
0.42,0.58,normal,100,asv
0.509,0.491,cancer,100,asv
0.507,0.493,cancer,100,asv
0.41,0.59,cancer,100,asv
0.7,0.3,cancer,100,asv
0.55,0.45,cancer,100,asv
0.381,0.619,normal,100,asv
0.53,0.47,cancer,100,asv
0.555,0.445,cancer,100,asv
0.47,0.53,cancer,100,asv
0.591,0.409,cancer,100,asv
0.556,0.444,cancer,100,asv
0.504,0.496,cancer,100,asv
0.433,0.567,cancer,100,asv
0.603,0.397,cancer,100,asv
0.469,0.531,cancer,100,asv
0.529,0.471,cancer,100,asv
0.563,0.437,cancer,100,asv
0.39,0.61,normal,100,asv
0.599,0.401,cancer,100,asv
0.484,0.516,cancer,100,asv
0.372,0.628,cancer,100,asv
0.482,0.518,cancer,100,asv
0.546,0.454,cancer,100,asv
0.469,0.531,normal,100,asv
0.433,0.567,cancer,100,asv
0.443,0.557,normal,100,asv
0.48,0.52,normal,100,asv
0.471,0.529,cancer,100,asv
0.424,0.576,normal,100,asv
0.44,0.56,normal,100,asv
0.524,0.476,cancer,100,asv
0.545,0.455,normal,100,asv
0.441,0.559,normal,100,asv
0.656,0.344,normal,100,asv
0.466,0.534,normal,100,asv
0.506,0.494,cancer,100,asv
0.561,0.439,cancer,100,asv
0.305,0.695,cancer,100,asv
0.485,0.515,normal,100,asv
0.405,0.595,cancer,100,asv
0.456,0.544,normal,100,asv
0.572,0.428,cancer,100,asv
0.396,0.604,normal,100,asv
0.425,0.575,cancer,100,asv
0.46,0.54,cancer,100,asv
0.443,0.557,cancer,100,asv
0.567,0.433,cancer,100,asv
0.637,0.363,cancer,100,asv
0.46,0.54,normal,100,asv
0.515,0.485,normal,100,asv
0.677,0.323,cancer,100,asv
0.462,0.538,normal,100,asv
0.535,0.465,normal,100,asv
0.424,0.576,normal,100,asv
0.4,0.6,normal,100,asv
0.561,0.439,normal,100,asv
0.341,0.659,normal,100,asv
0.572,0.428,cancer,100,asv
0.41,0.59,normal,100,asv
0.454,0.546,normal,100,asv
0.488,0.512,cancer,100,asv
0.476,0.524,normal,100,asv
0.352,0.648,normal,100,asv
0.407,0.593,normal,100,asv
0.43,0.57,cancer,100,asv
0.625,0.375,normal,100,asv
0.473,0.527,cancer,100,asv
0.315,0.685,normal,11,asv
0.297,0.703,normal,11,asv
0.38,0.62,normal,11,asv
0.269,0.731,normal,11,asv
0.596,0.404,cancer,11,asv
0.265,0.735,normal,11,asv
0.379,0.621,normal,11,asv
0.251,0.749,normal,11,asv
0.307,0.693,cancer,11,asv
0.431,0.569,cancer,11,asv
0.454,0.546,normal,11,asv
0.497,0.503,normal,11,asv
0.441,0.559,normal,11,asv
0.464,0.536,normal,11,asv
0.232,0.768,normal,11,asv
0.51,0.49,normal,11,asv
0.537,0.463,cancer,11,asv
0.559,0.441,cancer,11,asv
0.544,0.456,normal,11,asv
0.522,0.478,cancer,11,asv
0.368,0.632,normal,11,asv
0.33,0.67,cancer,11,asv
0.397,0.603,cancer,11,asv
0.458,0.542,normal,11,asv
0.436,0.564,normal,11,asv
0.402,0.598,cancer,11,asv
0.44,0.56,cancer,11,asv
0.476,0.524,normal,11,asv
0.51,0.49,cancer,11,asv
0.579,0.421,cancer,11,asv
0.387,0.613,normal,11,asv
0.476,0.524,cancer,11,asv
0.523,0.477,cancer,11,asv
0.624,0.376,cancer,11,asv
0.302,0.698,cancer,11,asv
0.556,0.444,cancer,11,asv
0.521,0.479,cancer,11,asv
0.455,0.545,normal,11,asv
0.534,0.466,normal,11,asv
0.477,0.523,cancer,11,asv
0.469,0.531,normal,11,asv
0.53,0.47,normal,11,asv
0.47,0.53,cancer,11,asv
0.488,0.512,cancer,11,asv
0.558,0.442,cancer,11,asv
0.504,0.496,cancer,11,asv
0.388,0.612,cancer,11,asv
0.603,0.397,cancer,11,asv
0.439,0.561,cancer,11,asv
0.43,0.57,cancer,11,asv
0.472,0.528,normal,11,asv
0.509,0.491,normal,11,asv
0.456,0.544,cancer,11,asv
0.418,0.582,cancer,11,asv
0.487,0.513,cancer,11,asv
0.494,0.506,cancer,11,asv
0.567,0.433,cancer,11,asv
0.352,0.648,normal,11,asv
0.48,0.52,normal,11,asv
0.421,0.579,normal,11,asv
0.537,0.463,cancer,11,asv
0.503,0.497,normal,11,asv
0.425,0.575,normal,11,asv
0.426,0.574,normal,11,asv
0.319,0.681,cancer,11,asv
0.453,0.547,cancer,11,asv
0.469,0.531,normal,11,asv
0.37,0.63,cancer,11,asv
0.429,0.571,cancer,11,asv
0.387,0.613,normal,11,asv
0.362,0.638,normal,11,asv
0.602,0.398,cancer,11,asv
0.351,0.649,normal,11,asv
0.437,0.563,normal,11,asv
0.428,0.572,normal,11,asv
0.518,0.482,normal,11,asv
0.442,0.558,normal,11,asv
0.535,0.465,cancer,11,asv
0.365,0.635,cancer,11,asv
0.475,0.525,cancer,11,asv
0.416,0.584,cancer,11,asv
0.624,0.376,normal,11,asv
0.47,0.53,normal,11,asv
0.4,0.6,normal,11,asv
0.417,0.583,normal,11,asv
0.488,0.512,cancer,11,asv
0.5,0.5,normal,11,asv
0.454,0.546,cancer,11,asv
0.418,0.582,normal,11,asv
0.549,0.451,normal,11,asv
0.498,0.502,normal,11,asv
0.52,0.48,cancer,11,asv
0.45,0.55,normal,11,asv
0.609,0.391,normal,11,asv
0.341,0.659,normal,11,asv
0.545,0.455,normal,11,asv
0.601,0.399,normal,11,asv
0.404,0.596,normal,12,asv
0.362,0.638,normal,12,asv
0.457,0.543,normal,12,asv
0.447,0.553,normal,12,asv
0.568,0.432,normal,12,asv
0.335,0.665,normal,12,asv
0.27,0.73,normal,12,asv
0.455,0.545,normal,12,asv
0.449,0.551,normal,12,asv
0.543,0.457,normal,12,asv
0.36,0.64,normal,12,asv
0.458,0.542,cancer,12,asv
0.374,0.626,normal,12,asv
0.372,0.628,normal,12,asv
0.437,0.563,normal,12,asv
0.385,0.615,cancer,12,asv
0.37,0.63,cancer,12,asv
0.497,0.503,normal,12,asv
0.478,0.522,normal,12,asv
0.419,0.581,cancer,12,asv
0.542,0.458,cancer,12,asv
0.532,0.468,cancer,12,asv
0.465,0.535,normal,12,asv
0.622,0.378,cancer,12,asv
0.449,0.551,cancer,12,asv
0.451,0.549,normal,12,asv
0.667,0.333,cancer,12,asv
0.436,0.564,normal,12,asv
0.401,0.599,normal,12,asv
0.447,0.553,cancer,12,asv
0.507,0.493,cancer,12,asv
0.445,0.555,cancer,12,asv
0.513,0.487,normal,12,asv
0.601,0.399,cancer,12,asv
0.668,0.332,cancer,12,asv
0.35,0.65,normal,12,asv
0.52,0.48,cancer,12,asv
0.645,0.355,cancer,12,asv
0.343,0.657,cancer,12,asv
0.314,0.686,cancer,12,asv
0.497,0.503,normal,12,asv
0.589,0.411,cancer,12,asv
0.49,0.51,cancer,12,asv
0.267,0.733,normal,12,asv
0.371,0.629,cancer,12,asv
0.613,0.387,cancer,12,asv
0.43,0.57,normal,12,asv
0.526,0.474,cancer,12,asv
0.624,0.376,cancer,12,asv
0.448,0.552,cancer,12,asv
0.486,0.514,cancer,12,asv
0.468,0.532,normal,12,asv
0.459,0.541,cancer,12,asv
0.362,0.638,cancer,12,asv
0.417,0.583,normal,12,asv
0.558,0.442,normal,12,asv
0.392,0.608,normal,12,asv
0.351,0.649,normal,12,asv
0.501,0.499,normal,12,asv
0.624,0.376,cancer,12,asv
0.439,0.561,normal,12,asv
0.454,0.546,cancer,12,asv
0.413,0.587,cancer,12,asv
0.295,0.705,normal,12,asv
0.368,0.632,normal,12,asv
0.483,0.517,cancer,12,asv
0.37,0.63,normal,12,asv
0.513,0.487,normal,12,asv
0.368,0.632,normal,12,asv
0.556,0.444,cancer,12,asv
0.538,0.462,cancer,12,asv
0.484,0.516,normal,12,asv
0.375,0.625,cancer,12,asv
0.333,0.667,normal,12,asv
0.468,0.532,cancer,12,asv
0.477,0.523,cancer,12,asv
0.533,0.467,normal,12,asv
0.33,0.67,normal,12,asv
0.38,0.62,normal,12,asv
0.469,0.531,normal,12,asv
0.522,0.478,normal,12,asv
0.391,0.609,cancer,12,asv
0.4,0.6,cancer,12,asv
0.668,0.332,cancer,12,asv
0.435,0.565,cancer,12,asv
0.386,0.614,normal,12,asv
0.364,0.636,normal,12,asv
0.35,0.65,normal,12,asv
0.607,0.393,cancer,12,asv
0.469,0.531,cancer,12,asv
0.601,0.399,cancer,12,asv
0.459,0.541,normal,12,asv
0.452,0.548,normal,12,asv
0.491,0.509,cancer,12,asv
0.52,0.48,normal,12,asv
0.344,0.656,normal,12,asv
0.402,0.598,normal,12,asv
0.281,0.719,normal,13,asv
0.403,0.597,normal,13,asv
0.288,0.712,normal,13,asv
0.537,0.463,normal,13,asv
0.535,0.465,normal,13,asv
0.313,0.687,normal,13,asv
0.509,0.491,normal,13,asv
0.337,0.663,normal,13,asv
0.454,0.546,normal,13,asv
0.476,0.524,normal,13,asv
0.557,0.443,normal,13,asv
0.425,0.575,normal,13,asv
0.411,0.589,normal,13,asv
0.459,0.541,normal,13,asv
0.468,0.532,normal,13,asv
0.45,0.55,cancer,13,asv
0.515,0.485,normal,13,asv
0.579,0.421,cancer,13,asv
0.269,0.731,normal,13,asv
0.386,0.614,normal,13,asv
0.429,0.571,cancer,13,asv
0.409,0.591,cancer,13,asv
0.451,0.549,normal,13,asv
0.614,0.386,cancer,13,asv
0.381,0.619,cancer,13,asv
0.468,0.532,cancer,13,asv
0.42,0.58,normal,13,asv
0.426,0.574,normal,13,asv
0.435,0.565,normal,13,asv
0.32,0.68,cancer,13,asv
0.711,0.289,cancer,13,asv
0.478,0.522,cancer,13,asv
0.349,0.651,cancer,13,asv
0.514,0.486,cancer,13,asv
0.515,0.485,cancer,13,asv
0.476,0.524,cancer,13,asv
0.442,0.558,cancer,13,asv
0.65,0.35,cancer,13,asv
0.409,0.591,cancer,13,asv
0.401,0.599,cancer,13,asv
0.677,0.323,cancer,13,asv
0.544,0.456,cancer,13,asv
0.674,0.326,cancer,13,asv
0.278,0.722,cancer,13,asv
0.278,0.722,cancer,13,asv
0.451,0.549,normal,13,asv
0.458,0.542,cancer,13,asv
0.5,0.5,normal,13,asv
0.489,0.511,cancer,13,asv
0.529,0.471,cancer,13,asv
0.401,0.599,normal,13,asv
0.53,0.47,cancer,13,asv
0.538,0.462,cancer,13,asv
0.455,0.545,cancer,13,asv
0.552,0.448,normal,13,asv
0.451,0.549,normal,13,asv
0.452,0.548,normal,13,asv
0.697,0.303,cancer,13,asv
0.499,0.501,normal,13,asv
0.342,0.658,normal,13,asv
0.407,0.593,cancer,13,asv
0.539,0.461,cancer,13,asv
0.508,0.492,cancer,13,asv
0.469,0.531,cancer,13,asv
0.324,0.676,normal,13,asv
0.427,0.573,normal,13,asv
0.342,0.658,normal,13,asv
0.703,0.297,normal,13,asv
0.439,0.561,normal,13,asv
0.411,0.589,normal,13,asv
0.627,0.373,cancer,13,asv
0.565,0.435,normal,13,asv
0.525,0.475,normal,13,asv
0.486,0.514,normal,13,asv
0.396,0.604,cancer,13,asv
0.334,0.666,normal,13,asv
0.382,0.618,normal,13,asv
0.521,0.479,normal,13,asv
0.404,0.596,cancer,13,asv
0.498,0.502,cancer,13,asv
0.357,0.643,cancer,13,asv
0.432,0.568,cancer,13,asv
0.512,0.488,cancer,13,asv
0.446,0.554,normal,13,asv
0.46,0.54,normal,13,asv
0.52,0.48,normal,13,asv
0.483,0.517,cancer,13,asv
0.413,0.587,normal,13,asv
0.507,0.493,cancer,13,asv
0.491,0.509,normal,13,asv
0.469,0.531,normal,13,asv
0.372,0.628,normal,13,asv
0.393,0.607,normal,13,asv
0.317,0.683,cancer,13,asv
0.432,0.568,normal,13,asv
0.489,0.511,normal,13,asv
0.466,0.534,cancer,13,asv
0.413,0.587,normal,14,asv
0.364,0.636,normal,14,asv
0.572,0.428,cancer,14,asv
0.413,0.587,normal,14,asv
0.453,0.547,normal,14,asv
0.34,0.66,normal,14,asv
0.553,0.447,normal,14,asv
0.401,0.599,normal,14,asv
0.425,0.575,normal,14,asv
0.495,0.505,normal,14,asv
0.441,0.559,cancer,14,asv
0.393,0.607,normal,14,asv
0.605,0.395,normal,14,asv
0.476,0.524,normal,14,asv
0.397,0.603,normal,14,asv
0.418,0.582,cancer,14,asv
0.553,0.447,cancer,14,asv
0.411,0.589,normal,14,asv
0.501,0.499,cancer,14,asv
0.571,0.429,cancer,14,asv
0.383,0.617,normal,14,asv
0.365,0.635,normal,14,asv
0.556,0.444,normal,14,asv
0.552,0.448,cancer,14,asv
0.482,0.518,cancer,14,asv
0.599,0.401,cancer,14,asv
0.409,0.591,normal,14,asv
0.334,0.666,cancer,14,asv
0.676,0.324,cancer,14,asv
0.51,0.49,cancer,14,asv
0.428,0.572,normal,14,asv
0.467,0.533,cancer,14,asv
0.494,0.506,cancer,14,asv
0.563,0.437,cancer,14,asv
0.618,0.382,cancer,14,asv
0.618,0.382,cancer,14,asv
0.416,0.584,cancer,14,asv
0.464,0.536,cancer,14,asv
0.543,0.457,cancer,14,asv
0.635,0.365,cancer,14,asv
0.292,0.708,normal,14,asv
0.662,0.338,cancer,14,asv
0.544,0.456,cancer,14,asv
0.593,0.407,normal,14,asv
0.447,0.553,normal,14,asv
0.532,0.468,cancer,14,asv
0.609,0.391,cancer,14,asv
0.51,0.49,cancer,14,asv
0.586,0.414,cancer,14,asv
0.443,0.557,cancer,14,asv
0.417,0.583,cancer,14,asv
0.407,0.593,normal,14,asv
0.517,0.483,normal,14,asv
0.385,0.615,cancer,14,asv
0.48,0.52,cancer,14,asv
0.612,0.388,cancer,14,asv
0.396,0.604,normal,14,asv
0.534,0.466,normal,14,asv
0.39,0.61,normal,14,asv
0.441,0.559,normal,14,asv
0.422,0.578,normal,14,asv
0.348,0.652,normal,14,asv
0.336,0.664,normal,14,asv
0.348,0.652,normal,14,asv
0.285,0.715,cancer,14,asv
0.427,0.573,cancer,14,asv
0.422,0.578,normal,14,asv
0.411,0.589,normal,14,asv
0.486,0.514,normal,14,asv
0.433,0.567,normal,14,asv
0.383,0.617,normal,14,asv
0.565,0.435,cancer,14,asv
0.388,0.612,cancer,14,asv
0.484,0.516,normal,14,asv
0.414,0.586,normal,14,asv
0.364,0.636,normal,14,asv
0.412,0.588,normal,14,asv
0.434,0.566,cancer,14,asv
0.438,0.562,normal,14,asv
0.413,0.587,cancer,14,asv
0.377,0.623,normal,14,asv
0.396,0.604,cancer,14,asv
0.361,0.639,normal,14,asv
0.627,0.373,cancer,14,asv
0.382,0.618,cancer,14,asv
0.472,0.528,normal,14,asv
0.458,0.542,cancer,14,asv
0.396,0.604,normal,14,asv
0.368,0.632,normal,14,asv
0.335,0.665,normal,14,asv
0.603,0.397,cancer,14,asv
0.424,0.576,normal,14,asv
0.555,0.445,cancer,14,asv
0.427,0.573,normal,14,asv
0.524,0.476,cancer,14,asv
0.412,0.588,normal,14,asv
0.503,0.497,normal,14,asv
0.349,0.651,normal,15,asv
0.398,0.602,normal,15,asv
0.665,0.335,cancer,15,asv
0.337,0.663,normal,15,asv
0.522,0.478,normal,15,asv
0.574,0.426,normal,15,asv
0.574,0.426,normal,15,asv
0.531,0.469,normal,15,asv
0.497,0.503,normal,15,asv
0.517,0.483,cancer,15,asv
0.496,0.504,normal,15,asv
0.349,0.651,normal,15,asv
0.539,0.461,normal,15,asv
0.381,0.619,normal,15,asv
0.459,0.541,normal,15,asv
0.503,0.497,normal,15,asv
0.342,0.658,cancer,15,asv
0.456,0.544,normal,15,asv
0.271,0.729,normal,15,asv
0.274,0.726,normal,15,asv
0.577,0.423,cancer,15,asv
0.449,0.551,normal,15,asv
0.63,0.37,cancer,15,asv
0.444,0.556,cancer,15,asv
0.63,0.37,cancer,15,asv
0.503,0.497,normal,15,asv
0.609,0.391,cancer,15,asv
0.529,0.471,normal,15,asv
0.416,0.584,normal,15,asv
0.34,0.66,cancer,15,asv
0.711,0.289,cancer,15,asv
0.433,0.567,cancer,15,asv
0.596,0.404,cancer,15,asv
0.578,0.422,cancer,15,asv
0.689,0.311,cancer,15,asv
0.743,0.257,cancer,15,asv
0.422,0.578,cancer,15,asv
0.41,0.59,cancer,15,asv
0.489,0.511,cancer,15,asv
0.594,0.406,cancer,15,asv
0.527,0.473,cancer,15,asv
0.328,0.672,normal,15,asv
0.512,0.488,cancer,15,asv
0.617,0.383,cancer,15,asv
0.326,0.674,cancer,15,asv
0.433,0.567,normal,15,asv
0.438,0.562,normal,15,asv
0.531,0.469,cancer,15,asv
0.412,0.588,normal,15,asv
0.486,0.514,normal,15,asv
0.37,0.63,cancer,15,asv
0.74,0.26,cancer,15,asv
0.434,0.566,cancer,15,asv
0.379,0.621,cancer,15,asv
0.536,0.464,cancer,15,asv
0.525,0.475,cancer,15,asv
0.432,0.568,normal,15,asv
0.441,0.559,cancer,15,asv
0.423,0.577,normal,15,asv
0.324,0.676,normal,15,asv
0.466,0.534,normal,15,asv
0.4,0.6,normal,15,asv
0.464,0.536,normal,15,asv
0.8,0.2,cancer,15,asv
0.455,0.545,normal,15,asv
0.422,0.578,cancer,15,asv
0.466,0.534,normal,15,asv
0.5,0.5,normal,15,asv
0.402,0.598,cancer,15,asv
0.564,0.436,cancer,15,asv
0.405,0.595,cancer,15,asv
0.486,0.514,cancer,15,asv
0.359,0.641,normal,15,asv
0.394,0.606,cancer,15,asv
0.38,0.62,cancer,15,asv
0.358,0.642,normal,15,asv
0.429,0.571,normal,15,asv
0.458,0.542,normal,15,asv
0.338,0.662,normal,15,asv
0.38,0.62,cancer,15,asv
0.388,0.612,cancer,15,asv
0.395,0.605,normal,15,asv
0.458,0.542,normal,15,asv
0.677,0.323,normal,15,asv
0.413,0.587,cancer,15,asv
0.674,0.326,cancer,15,asv
0.569,0.431,normal,15,asv
0.731,0.269,normal,15,asv
0.512,0.488,cancer,15,asv
0.461,0.539,normal,15,asv
0.442,0.558,normal,15,asv
0.485,0.515,normal,15,asv
0.573,0.427,cancer,15,asv
0.408,0.592,normal,15,asv
0.442,0.558,normal,15,asv
0.506,0.494,normal,15,asv
0.525,0.475,normal,15,asv
0.255,0.745,normal,16,asv
0.478,0.522,cancer,16,asv
0.292,0.708,normal,16,asv
0.334,0.666,normal,16,asv
0.498,0.502,normal,16,asv
0.487,0.513,normal,16,asv
0.471,0.529,normal,16,asv
0.441,0.559,normal,16,asv
0.48,0.52,normal,16,asv
0.526,0.474,normal,16,asv
0.485,0.515,normal,16,asv
0.468,0.532,normal,16,asv
0.437,0.563,normal,16,asv
0.574,0.426,cancer,16,asv
0.511,0.489,cancer,16,asv
0.395,0.605,cancer,16,asv
0.566,0.434,cancer,16,asv
0.325,0.675,normal,16,asv
0.402,0.598,cancer,16,asv
0.44,0.56,cancer,16,asv
0.442,0.558,normal,16,asv
0.426,0.574,normal,16,asv
0.478,0.522,cancer,16,asv
0.563,0.437,cancer,16,asv
0.537,0.463,cancer,16,asv
0.383,0.617,normal,16,asv
0.554,0.446,cancer,16,asv
0.565,0.435,cancer,16,asv
0.541,0.459,cancer,16,asv
0.301,0.699,cancer,16,asv
0.614,0.386,cancer,16,asv
0.486,0.514,cancer,16,asv
0.559,0.441,cancer,16,asv
0.467,0.533,cancer,16,asv
0.607,0.393,cancer,16,asv
0.556,0.444,cancer,16,asv
0.3,0.7,cancer,16,asv
0.558,0.442,cancer,16,asv
0.565,0.435,normal,16,asv
0.46,0.54,normal,16,asv
0.49,0.51,cancer,16,asv
0.393,0.607,normal,16,asv
0.547,0.453,cancer,16,asv
0.586,0.414,cancer,16,asv
0.457,0.543,normal,16,asv
0.644,0.356,normal,16,asv
0.61,0.39,cancer,16,asv
0.491,0.509,cancer,16,asv
0.527,0.473,cancer,16,asv
0.655,0.345,cancer,16,asv
0.412,0.588,cancer,16,asv
0.459,0.541,normal,16,asv
0.443,0.557,cancer,16,asv
0.396,0.604,normal,16,asv
0.463,0.537,cancer,16,asv
0.489,0.511,normal,16,asv
0.519,0.481,normal,16,asv
0.414,0.586,cancer,16,asv
0.567,0.433,cancer,16,asv
0.48,0.52,normal,16,asv
0.37,0.63,cancer,16,asv
0.491,0.509,cancer,16,asv
0.368,0.632,normal,16,asv
0.355,0.645,cancer,16,asv
0.397,0.603,normal,16,asv
0.369,0.631,normal,16,asv
0.388,0.612,normal,16,asv
0.409,0.591,normal,16,asv
0.417,0.583,normal,16,asv
0.578,0.422,normal,16,asv
0.572,0.428,cancer,16,asv
0.56,0.44,cancer,16,asv
