cancer,normal,actual,seed,level
0.315,0.685,normal,100,otu
0.535,0.465,cancer,100,otu
0.418,0.582,normal,100,otu
0.405,0.595,normal,100,otu
0.516,0.484,cancer,100,otu
0.793,0.207,cancer,100,otu
0.491,0.509,normal,100,otu
0.229,0.771,normal,100,otu
0.452,0.548,cancer,100,otu
0.479,0.521,cancer,100,otu
0.493,0.507,cancer,100,otu
0.659,0.341,cancer,100,otu
0.506,0.494,normal,100,otu
0.4,0.6,normal,100,otu
0.434,0.566,normal,100,otu
0.438,0.562,cancer,100,otu
0.425,0.575,cancer,100,otu
0.675,0.325,cancer,100,otu
0.496,0.504,cancer,100,otu
0.301,0.699,normal,100,otu
0.506,0.494,normal,100,otu
0.365,0.635,cancer,100,otu
0.465,0.535,cancer,100,otu
0.43,0.57,normal,100,otu
0.447,0.553,cancer,100,otu
0.647,0.353,cancer,100,otu
0.332,0.668,cancer,100,otu
0.555,0.445,normal,100,otu
0.47,0.53,normal,100,otu
0.393,0.607,cancer,100,otu
0.432,0.568,normal,100,otu
0.448,0.552,cancer,100,otu
0.477,0.523,normal,100,otu
0.43,0.57,cancer,100,otu
0.53,0.47,normal,100,otu
0.583,0.417,normal,100,otu
0.453,0.547,cancer,100,otu
0.319,0.681,normal,100,otu
0.414,0.586,normal,100,otu
0.533,0.467,normal,100,otu
0.52,0.48,normal,100,otu
0.648,0.352,cancer,100,otu
0.497,0.503,cancer,100,otu
0.647,0.353,normal,100,otu
0.66,0.34,normal,100,otu
0.351,0.649,normal,100,otu
0.441,0.559,normal,100,otu
0.302,0.698,cancer,100,otu
0.382,0.618,normal,100,otu
0.452,0.548,normal,100,otu
0.451,0.549,cancer,100,otu
0.391,0.609,normal,100,otu
0.364,0.636,normal,11,otu
0.344,0.656,normal,11,otu
0.328,0.672,normal,11,otu
0.347,0.653,normal,11,otu
0.358,0.642,normal,11,otu
0.504,0.496,normal,11,otu
0.51,0.49,normal,11,otu
0.291,0.709,normal,11,otu
0.543,0.457,normal,11,otu
0.424,0.576,normal,11,otu
0.485,0.515,normal,11,otu
0.481,0.519,normal,11,otu
0.473,0.527,normal,11,otu
0.375,0.625,cancer,11,otu
0.641,0.359,cancer,11,otu
0.458,0.542,normal,11,otu
0.325,0.675,normal,11,otu
0.323,0.677,normal,11,otu
0.532,0.468,normal,11,otu
0.587,0.413,cancer,11,otu
0.471,0.529,cancer,11,otu
0.366,0.634,normal,11,otu
0.358,0.642,normal,11,otu
0.667,0.333,cancer,11,otu
0.518,0.482,cancer,11,otu
0.695,0.305,cancer,11,otu
0.46,0.54,cancer,11,otu
0.733,0.267,cancer,11,otu
0.543,0.457,cancer,11,otu
0.522,0.478,cancer,11,otu
0.446,0.554,normal,11,otu
0.519,0.481,cancer,11,otu
0.403,0.597,cancer,11,otu
0.558,0.442,cancer,11,otu
0.515,0.485,cancer,11,otu
0.3,0.7,normal,11,otu
0.321,0.679,cancer,11,otu
0.376,0.624,cancer,11,otu
0.425,0.575,normal,11,otu
0.676,0.324,cancer,11,otu
0.537,0.463,cancer,11,otu
0.489,0.511,cancer,11,otu
0.426,0.574,normal,11,otu
0.519,0.481,normal,11,otu
0.448,0.552,cancer,11,otu
0.399,0.601,normal,11,otu
0.672,0.328,cancer,11,otu
0.442,0.558,normal,11,otu
0.603,0.397,cancer,11,otu
0.407,0.593,cancer,11,otu
0.43,0.57,cancer,11,otu
0.426,0.574,cancer,11,otu
0.423,0.577,cancer,11,otu
0.446,0.554,cancer,11,otu
0.407,0.593,cancer,11,otu
0.415,0.585,normal,11,otu
0.434,0.566,normal,11,otu
0.45,0.55,cancer,11,otu
0.481,0.519,cancer,11,otu
0.608,0.392,cancer,11,otu
0.542,0.458,cancer,11,otu
0.419,0.581,normal,11,otu
0.722,0.278,cancer,11,otu
0.427,0.573,normal,11,otu
0.554,0.446,normal,11,otu
0.764,0.236,cancer,11,otu
0.445,0.555,normal,11,otu
0.533,0.467,normal,11,otu
0.361,0.639,normal,11,otu
0.461,0.539,normal,11,otu
0.449,0.551,cancer,11,otu
0.479,0.521,cancer,11,otu
0.467,0.533,cancer,11,otu
0.451,0.549,cancer,11,otu
0.466,0.534,cancer,11,otu
0.522,0.478,normal,11,otu
0.467,0.533,normal,11,otu
0.322,0.678,cancer,11,otu
0.487,0.513,normal,11,otu
0.389,0.611,normal,11,otu
0.485,0.515,cancer,11,otu
0.382,0.618,normal,11,otu
0.482,0.518,cancer,11,otu
0.424,0.576,normal,11,otu
0.471,0.529,normal,11,otu
0.399,0.601,normal,11,otu
0.383,0.617,normal,11,otu
0.604,0.396,cancer,11,otu
0.626,0.374,normal,11,otu
0.344,0.656,normal,11,otu
0.336,0.664,normal,11,otu
0.397,0.603,normal,11,otu
0.499,0.501,normal,11,otu
0.353,0.647,normal,11,otu
0.574,0.426,cancer,11,otu
0.437,0.563,normal,11,otu
0.62,0.38,normal,11,otu
0.562,0.438,cancer,12,otu
0.444,0.556,normal,12,otu
0.283,0.717,normal,12,otu
0.341,0.659,normal,12,otu
0.302,0.698,normal,12,otu
0.405,0.595,cancer,12,otu
0.349,0.651,normal,12,otu
0.577,0.423,normal,12,otu
0.579,0.421,normal,12,otu
0.537,0.463,normal,12,otu
0.329,0.671,cancer,12,otu
0.433,0.567,normal,12,otu
0.447,0.553,normal,12,otu
0.565,0.435,cancer,12,otu
0.454,0.546,cancer,12,otu
0.514,0.486,normal,12,otu
0.352,0.648,cancer,12,otu
0.327,0.673,normal,12,otu
0.634,0.366,cancer,12,otu
0.421,0.579,normal,12,otu
0.315,0.685,normal,12,otu
0.361,0.639,cancer,12,otu
0.713,0.287,cancer,12,otu
0.427,0.573,normal,12,otu
0.655,0.345,cancer,12,otu
0.488,0.512,normal,12,otu
0.48,0.52,cancer,12,otu
0.728,0.272,cancer,12,otu
0.452,0.548,cancer,12,otu
0.595,0.405,cancer,12,otu
0.631,0.369,cancer,12,otu
0.411,0.589,cancer,12,otu
0.517,0.483,cancer,12,otu
0.724,0.276,cancer,12,otu
0.65,0.35,normal,12,otu
0.296,0.704,cancer,12,otu
0.442,0.558,cancer,12,otu
0.45,0.55,normal,12,otu
0.501,0.499,cancer,12,otu
0.41,0.59,cancer,12,otu
0.475,0.525,normal,12,otu
0.772,0.228,cancer,12,otu
0.508,0.492,normal,12,otu
0.426,0.574,cancer,12,otu
0.501,0.499,cancer,12,otu
0.362,0.638,cancer,12,otu
0.533,0.467,cancer,12,otu
0.583,0.417,normal,12,otu
0.576,0.424,cancer,12,otu
0.577,0.423,cancer,12,otu
0.519,0.481,normal,12,otu
0.539,0.461,normal,12,otu
0.677,0.323,cancer,12,otu
0.463,0.537,normal,12,otu
0.367,0.633,cancer,12,otu
0.483,0.517,normal,12,otu
0.21,0.79,cancer,12,otu
0.465,0.535,cancer,12,otu
0.392,0.608,normal,12,otu
0.433,0.567,normal,12,otu
0.572,0.428,normal,12,otu
0.467,0.533,normal,12,otu
0.44,0.56,normal,12,otu
0.314,0.686,normal,12,otu
0.465,0.535,cancer,12,otu
0.429,0.571,normal,12,otu
0.507,0.493,cancer,12,otu
0.374,0.626,normal,12,otu
0.725,0.275,cancer,12,otu
0.506,0.494,cancer,12,otu
0.597,0.403,normal,12,otu
0.414,0.586,normal,12,otu
0.564,0.436,normal,12,otu
0.651,0.349,cancer,12,otu
0.421,0.579,normal,12,otu
0.644,0.356,cancer,12,otu
0.409,0.591,normal,12,otu
0.52,0.48,normal,12,otu
0.361,0.639,normal,12,otu
0.341,0.659,cancer,12,otu
0.442,0.558,cancer,12,otu
0.392,0.608,normal,12,otu
0.766,0.234,cancer,12,otu
0.351,0.649,normal,12,otu
0.368,0.632,normal,12,otu
0.631,0.369,normal,12,otu
0.296,0.704,normal,12,otu
0.412,0.588,normal,12,otu
0.304,0.696,normal,12,otu
0.382,0.618,normal,12,otu
0.341,0.659,normal,12,otu
0.457,0.543,cancer,12,otu
0.236,0.764,cancer,12,otu
0.387,0.613,normal,12,otu
0.262,0.738,cancer,12,otu
0.394,0.606,normal,12,otu
0.401,0.599,normal,12,otu
0.341,0.659,normal,13,otu
0.491,0.509,normal,13,otu
0.497,0.503,normal,13,otu
0.327,0.673,normal,13,otu
0.528,0.472,normal,13,otu
0.461,0.539,normal,13,otu
0.457,0.543,normal,13,otu
0.585,0.415,normal,13,otu
0.28,0.72,normal,13,otu
0.279,0.721,cancer,13,otu
0.549,0.451,cancer,13,otu
0.408,0.592,normal,13,otu
0.352,0.648,normal,13,otu
0.522,0.478,normal,13,otu
0.442,0.558,normal,13,otu
0.617,0.383,cancer,13,otu
0.455,0.545,cancer,13,otu
0.381,0.619,cancer,13,otu
0.51,0.49,normal,13,otu
0.521,0.479,cancer,13,otu
0.6,0.4,cancer,13,otu
0.435,0.565,normal,13,otu
0.583,0.417,cancer,13,otu
0.468,0.532,normal,13,otu
0.534,0.466,cancer,13,otu
0.427,0.573,normal,13,otu
0.711,0.289,cancer,13,otu
0.463,0.537,normal,13,otu
0.358,0.642,normal,13,otu
0.456,0.544,cancer,13,otu
0.493,0.507,cancer,13,otu
0.524,0.476,cancer,13,otu
0.396,0.604,cancer,13,otu
0.413,0.587,cancer,13,otu
0.569,0.431,cancer,13,otu
0.621,0.379,cancer,13,otu
0.58,0.42,cancer,13,otu
0.462,0.538,cancer,13,otu
0.563,0.437,cancer,13,otu
0.535,0.465,cancer,13,otu
0.509,0.491,cancer,13,otu
0.597,0.403,normal,13,otu
0.4,0.6,cancer,13,otu
0.645,0.355,cancer,13,otu
0.577,0.423,cancer,13,otu
0.503,0.497,normal,13,otu
0.51,0.49,normal,13,otu
0.471,0.529,normal,13,otu
0.604,0.396,cancer,13,otu
0.45,0.55,cancer,13,otu
0.565,0.435,cancer,13,otu
0.573,0.427,cancer,13,otu
0.557,0.443,cancer,13,otu
0.525,0.475,normal,13,otu
0.45,0.55,normal,13,otu
0.522,0.478,normal,13,otu
0.61,0.39,cancer,13,otu
0.44,0.56,normal,13,otu
0.505,0.495,cancer,13,otu
0.439,0.561,normal,13,otu
0.549,0.451,normal,13,otu
0.384,0.616,cancer,13,otu
0.569,0.431,cancer,13,otu
0.533,0.467,cancer,13,otu
0.593,0.407,normal,13,otu
0.392,0.608,normal,13,otu
0.326,0.674,cancer,13,otu
0.55,0.45,normal,13,otu
0.509,0.491,normal,13,otu
0.503,0.497,normal,13,otu
0.491,0.509,cancer,13,otu
0.461,0.539,normal,13,otu
0.465,0.535,normal,13,otu
0.686,0.314,cancer,13,otu
0.563,0.437,cancer,13,otu
0.41,0.59,normal,13,otu
0.365,0.635,normal,13,otu
0.487,0.513,normal,13,otu
0.406,0.594,normal,13,otu
0.502,0.498,normal,13,otu
0.492,0.508,normal,13,otu
0.466,0.534,normal,13,otu
0.42,0.58,normal,13,otu
0.42,0.58,cancer,13,otu
0.607,0.393,cancer,13,otu
0.505,0.495,cancer,13,otu
0.415,0.585,cancer,13,otu
0.494,0.506,normal,13,otu
0.495,0.505,normal,13,otu
0.459,0.541,normal,13,otu
0.449,0.551,cancer,13,otu
0.376,0.624,normal,13,otu
0.335,0.665,normal,13,otu
0.519,0.481,normal,13,otu
0.333,0.667,normal,13,otu
0.407,0.593,normal,13,otu
0.479,0.521,cancer,13,otu
0.272,0.728,normal,14,otu
0.416,0.584,normal,14,otu
0.304,0.696,normal,14,otu
0.526,0.474,cancer,14,otu
0.359,0.641,normal,14,otu
0.332,0.668,normal,14,otu
0.469,0.531,normal,14,otu
0.274,0.726,normal,14,otu
0.28,0.72,cancer,14,otu
0.372,0.628,normal,14,otu
0.352,0.648,normal,14,otu
0.364,0.636,normal,14,otu
0.411,0.589,cancer,14,otu
0.481,0.519,normal,14,otu
0.391,0.609,cancer,14,otu
0.483,0.517,normal,14,otu
0.471,0.529,normal,14,otu
0.36,0.64,normal,14,otu
0.48,0.52,cancer,14,otu
0.446,0.554,normal,14,otu
0.355,0.645,normal,14,otu
0.329,0.671,normal,14,otu
0.467,0.533,cancer,14,otu
0.372,0.628,normal,14,otu
0.455,0.545,cancer,14,otu
0.608,0.392,cancer,14,otu
0.419,0.581,normal,14,otu
0.429,0.571,cancer,14,otu
0.578,0.422,normal,14,otu
0.587,0.413,cancer,14,otu
0.649,0.351,cancer,14,otu
0.474,0.526,cancer,14,otu
0.462,0.538,cancer,14,otu
0.444,0.556,cancer,14,otu
0.709,0.291,cancer,14,otu
0.485,0.515,cancer,14,otu
0.577,0.423,cancer,14,otu
0.57,0.43,cancer,14,otu
0.447,0.553,cancer,14,otu
0.502,0.498,cancer,14,otu
0.454,0.546,cancer,14,otu
0.527,0.473,cancer,14,otu
0.504,0.496,normal,14,otu
0.606,0.394,cancer,14,otu
0.493,0.507,normal,14,otu
0.415,0.585,normal,14,otu
0.399,0.601,normal,14,otu
0.427,0.573,cancer,14,otu
0.432,0.568,cancer,14,otu
0.512,0.488,normal,14,otu
0.449,0.551,normal,14,otu
0.395,0.605,cancer,14,otu
0.48,0.52,cancer,14,otu
0.298,0.702,normal,14,otu
0.512,0.488,normal,14,otu
0.401,0.599,normal,14,otu
0.329,0.671,cancer,14,otu
0.48,0.52,cancer,14,otu
0.466,0.534,normal,14,otu
0.397,0.603,normal,14,otu
0.417,0.583,normal,14,otu
0.649,0.351,normal,14,otu
0.393,0.607,normal,14,otu
0.443,0.557,cancer,14,otu
0.697,0.303,cancer,14,otu
0.673,0.327,cancer,14,otu
0.473,0.527,normal,14,otu
0.45,0.55,normal,14,otu
0.414,0.586,cancer,14,otu
0.348,0.652,cancer,14,otu
0.448,0.552,normal,14,otu
0.47,0.53,cancer,14,otu
0.532,0.468,normal,14,otu
0.334,0.666,normal,14,otu
0.341,0.659,cancer,14,otu
0.598,0.402,cancer,14,otu
0.526,0.474,normal,14,otu
0.519,0.481,cancer,14,otu
0.362,0.638,normal,14,otu
0.734,0.266,cancer,14,otu
0.567,0.433,cancer,14,otu
0.681,0.319,cancer,14,otu
0.482,0.518,normal,14,otu
0.381,0.619,normal,14,otu
0.389,0.611,normal,14,otu
0.528,0.472,normal,14,otu
0.342,0.658,normal,14,otu
0.392,0.608,cancer,14,otu
0.411,0.589,cancer,14,otu
0.574,0.426,normal,14,otu
0.441,0.559,normal,14,otu
0.478,0.522,normal,14,otu
0.377,0.623,normal,14,otu
0.326,0.674,normal,14,otu
0.567,0.433,cancer,14,otu
0.297,0.703,cancer,14,otu
0.431,0.569,normal,14,otu
0.543,0.457,cancer,15,otu
0.409,0.591,normal,15,otu
0.344,0.656,normal,15,otu
0.455,0.545,normal,15,otu
0.53,0.47,cancer,15,otu
0.256,0.744,normal,15,otu
0.477,0.523,normal,15,otu
0.582,0.418,normal,15,otu
0.329,0.671,normal,15,otu
0.387,0.613,normal,15,otu
0.378,0.622,normal,15,otu
0.441,0.559,normal,15,otu
0.612,0.388,cancer,15,otu
0.484,0.516,cancer,15,otu
0.438,0.562,normal,15,otu
0.403,0.597,cancer,15,otu
0.62,0.38,cancer,15,otu
0.368,0.632,normal,15,otu
0.359,0.641,normal,15,otu
0.479,0.521,cancer,15,otu
0.581,0.419,cancer,15,otu
0.462,0.538,cancer,15,otu
0.497,0.503,cancer,15,otu
0.4,0.6,normal,15,otu
0.671,0.329,cancer,15,otu
0.386,0.614,normal,15,otu
0.684,0.316,cancer,15,otu
0.506,0.494,cancer,15,otu
0.548,0.452,normal,15,otu
0.551,0.449,cancer,15,otu
0.491,0.509,cancer,15,otu
0.517,0.483,normal,15,otu
0.434,0.566,cancer,15,otu
0.709,0.291,cancer,15,otu
0.607,0.393,cancer,15,otu
0.69,0.31,cancer,15,otu
0.271,0.729,normal,15,otu
0.551,0.449,cancer,15,otu
0.695,0.305,cancer,15,otu
0.359,0.641,cancer,15,otu
0.34,0.66,cancer,15,otu
0.476,0.524,cancer,15,otu
0.548,0.452,cancer,15,otu
0.448,0.552,normal,15,otu
0.511,0.489,normal,15,otu
0.397,0.603,cancer,15,otu
0.622,0.378,normal,15,otu
0.539,0.461,cancer,15,otu
0.543,0.457,cancer,15,otu
0.664,0.336,normal,15,otu
0.469,0.531,cancer,15,otu
0.466,0.534,cancer,15,otu
0.585,0.415,normal,15,otu
0.644,0.356,cancer,15,otu
0.542,0.458,normal,15,otu
0.515,0.485,normal,15,otu
0.416,0.584,normal,15,otu
0.422,0.578,cancer,15,otu
0.482,0.518,cancer,15,otu
0.37,0.63,normal,15,otu
0.536,0.464,cancer,15,otu
0.545,0.455,normal,15,otu
0.529,0.471,normal,15,otu
0.556,0.444,cancer,15,otu
0.405,0.595,cancer,15,otu
0.477,0.523,cancer,15,otu
0.546,0.454,normal,15,otu
0.439,0.561,normal,15,otu
0.494,0.506,cancer,15,otu
0.716,0.284,cancer,15,otu
0.513,0.487,normal,15,otu
0.335,0.665,normal,15,otu
0.517,0.483,normal,15,otu
0.482,0.518,normal,15,otu
0.458,0.542,normal,15,otu
0.515,0.485,cancer,15,otu
0.438,0.562,normal,15,otu
0.531,0.469,normal,15,otu
0.419,0.581,cancer,15,otu
0.418,0.582,normal,15,otu
0.679,0.321,cancer,15,otu
0.554,0.446,cancer,15,otu
0.369,0.631,cancer,15,otu
0.386,0.614,normal,15,otu
0.399,0.601,normal,15,otu
0.444,0.556,normal,15,otu
0.446,0.554,normal,15,otu
0.378,0.622,normal,15,otu
0.428,0.572,normal,15,otu
0.489,0.511,normal,15,otu
0.483,0.517,normal,15,otu
0.532,0.468,normal,15,otu
0.376,0.624,normal,15,otu
0.473,0.527,normal,15,otu
0.332,0.668,normal,15,otu
0.425,0.575,cancer,15,otu
0.462,0.538,normal,15,otu
0.48,0.52,normal,16,otu
0.299,0.701,normal,16,otu
0.564,0.436,normal,16,otu
0.27,0.73,normal,16,otu
0.406,0.594,normal,16,otu
0.298,0.702,normal,16,otu
0.495,0.505,normal,16,otu
0.243,0.757,normal,16,otu
0.33,0.67,normal,16,otu
0.534,0.466,normal,16,otu
0.421,0.579,normal,16,otu
0.462,0.538,normal,16,otu
0.64,0.36,cancer,16,otu
0.503,0.497,normal,16,otu
0.418,0.582,cancer,16,otu
0.543,0.457,cancer,16,otu
0.363,0.637,cancer,16,otu
0.353,0.647,normal,16,otu
0.566,0.434,normal,16,otu
0.408,0.592,normal,16,otu
0.585,0.415,cancer,16,otu
0.366,0.634,cancer,16,otu
0.645,0.355,cancer,16,otu
0.398,0.602,normal,16,otu
0.46,0.54,cancer,16,otu
0.626,0.374,cancer,16,otu
0.516,0.484,normal,16,otu
0.51,0.49,cancer,16,otu
0.575,0.425,cancer,16,otu
0.411,0.589,cancer,16,otu
0.488,0.512,normal,16,otu
0.571,0.429,cancer,16,otu
0.587,0.413,cancer,16,otu
0.548,0.452,cancer,16,otu
0.264,0.736,cancer,16,otu
0.436,0.564,cancer,16,otu
0.468,0.532,cancer,16,otu
0.514,0.486,cancer,16,otu
0.472,0.528,normal,16,otu
0.543,0.457,normal,16,otu
0.584,0.416,cancer,16,otu
0.595,0.405,cancer,16,otu
0.751,0.249,cancer,16,otu
0.545,0.455,cancer,16,otu
0.498,0.502,normal,16,otu
0.524,0.476,cancer,16,otu
0.515,0.485,cancer,16,otu
0.444,0.556,normal,16,otu
0.701,0.299,cancer,16,otu
0.327,0.673,cancer,16,otu
0.451,0.549,normal,16,otu
0.443,0.557,normal,16,otu
0.566,0.434,cancer,16,otu
0.45,0.55,normal,16,otu
0.574,0.426,cancer,16,otu
0.405,0.595,cancer,16,otu
0.318,0.682,normal,16,otu
0.497,0.503,cancer,16,otu
0.575,0.425,cancer,16,otu
0.612,0.388,cancer,16,otu
0.672,0.328,cancer,16,otu
0.681,0.319,cancer,16,otu
0.476,0.524,normal,16,otu
0.421,0.579,normal,16,otu
0.432,0.568,normal,16,otu
0.452,0.548,normal,16,otu
0.499,0.501,normal,16,otu
0.45,0.55,normal,16,otu
0.344,0.656,normal,16,otu
0.351,0.649,normal,16,otu
0.344,0.656,cancer,16,otu
0.608,0.392,cancer,16,otu
